OTUID	KO	OE	WT	All
ASV_1328	0.002330190	0.014661796	0.008047265	0.00834641698548754
ASV_1337	0.006727678	0.007616755	0.009900560	0.00808166419629394
ASV_1408	0.005715419	0.007721583	0.010702669	0.00804655673976432
ASV_1427	0.007879139	0.009143300	0.007569425	0.00819728806528754
ASV_1455	0.006647409	0.017068839	0.001790217	0.00850215516754376
ASV_1511	0.002740532	0.009597420	0.012057504	0.00813181851776852
ASV_1548	0.009422882	0.010100962	0.004941191	0.00815501175694263
ASV_1551	0.007745672	0.007592926	0.009021650	0.00812008297165345
ASV_1554	0.005630833	0.008087757	0.010729724	0.00814943813978294
ASV_1584	0.009764574	0.011162351	0.003605629	0.00817751818303566
ASV_1595	0.007684346	0.011139842	0.005789265	0.00820448440137748
ASV_1632	0.012068613	0.008164296	0.004030751	0.00808788679238947
ASV_1697	0.008732722	0.009123294	0.006696955	0.00818432386304902
ASV_1703	0.003564745	0.007080161	0.013535302	0.00806006934303033
ASV_1731	0.001003532	0.025130769	0.000000000	0.0087114338442075
ASV_1766	0.009207416	0.006090480	0.008962141	0.00808667897242207
ASV_1785	0.007936033	0.010139921	0.006257705	0.00811121982712443
ASV_1896	0.004068941	0.018034242	0.002692168	0.00826511727278482
ASV_1935	0.010474152	0.007069811	0.006673798	0.00807258718643225
ASV_1975	0.010120992	0.004993731	0.008503678	0.00787280022561845
ASV_2283	0.007904737	0.008084039	0.008554258	0.00818101148954598
ASV_2582	0.008174953	0.009028164	0.007186583	0.00812989967468939
ASV_1191	0.000000000	0.016581730	0.008009124	0.00819695122214657
ASV_1240	0.004432971	0.014144157	0.005777617	0.00811824837157499
ASV_1253	0.006838999	0.008574539	0.008499921	0.00797115332834258
ASV_1257	0.008649408	0.007057277	0.008090660	0.00793244841974914
ASV_1285	0.006648287	0.009074692	0.008107281	0.00794341992436186
ASV_1311	0.007934935	0.008093187	0.007631408	0.00788651001336144
ASV_1334	0.012014100	0.005115854	0.006255126	0.00779502647555461
ASV_1392	0.006962931	0.010079684	0.007153154	0.00806525645064659
ASV_1405	0.002764511	0.020478676	0.002253082	0.00849875624437918
ASV_1414	0.008362514	0.007641525	0.008050933	0.00801832380888358
ASV_1418	0.013662569	0.006038670	0.003553951	0.007751730102644
ASV_1463	0.002730910	0.014210419	0.007601046	0.00818079159658248
ASV_1464	0.003674291	0.009568897	0.010757927	0.00800037196289833
ASV_1501	0.004066511	0.016274620	0.004457471	0.0082662006678305
ASV_1539	0.002468477	0.010029707	0.011636328	0.00804483746453866
ASV_1797	0.008936453	0.006545603	0.008073100	0.00785171889294639
ASV_1063	0.004623885	0.010667310	0.008527899	0.0079396979200245
ASV_1174	0.008265610	0.006056873	0.008967970	0.00776348407794634
ASV_1274	0.004139344	0.011636578	0.008083969	0.00795329686376618
ASV_1282	0.004988896	0.007103161	0.011140416	0.00774415765200778
ASV_1283	0.009926410	0.008584797	0.004928618	0.00781327499491022
ASV_1296	0.003367323	0.011527505	0.008902902	0.00793257674552616
ASV_1304	0.001464945	0.007110389	0.014912784	0.00782937252507083
ASV_1305	0.008282567	0.008108977	0.007177404	0.00785631595925144
ASV_1325	0.004885244	0.010652705	0.008039475	0.00785914141507339
ASV_1330	0.004519965	0.009082717	0.009728677	0.00777711937629116
ASV_1367	0.005643877	0.007582429	0.010247443	0.00782458295279809
ASV_1376	0.001811501	0.010713585	0.011161198	0.00789542805196508
ASV_1382	0.008775643	0.009606612	0.005361698	0.00791465098584143
ASV_1395	0.005572488	0.010572734	0.007609266	0.00791816269113839
ASV_1400	0.005315441	0.008540395	0.009410437	0.00775542442325599
ASV_1445	0.004485598	0.011674504	0.007596707	0.0079189361435587
ASV_1469	0.017827235	0.003025453	0.002224562	0.00769241671865878
ASV_1472	0.003559353	0.011443052	0.008427885	0.00781009633077403
ASV_1534	0.007170742	0.008531247	0.007565267	0.00775575211844169
ASV_1593	0.00599057	0.00964032	0.00808631	0.00790573320944214
ASV_1617	0.012716841	0.007549097	0.003128070	0.00779800255111345
ASV_1634	0.003276446	0.013198229	0.007651142	0.00804193884084963
ASV_1637	0.003599795	0.014082313	0.006232714	0.00797160723889381
ASV_1709	0.004034574	0.010071573	0.009442031	0.00784939290180308
ASV_1844	0.007688572	0.011036515	0.004948248	0.00789111168618571
ASV_1910	0.001454776	0.010132906	0.012072010	0.007886563913693
ASV_2028	0.003629756	0.006098126	0.013513996	0.00774729275880949
ASV_2343	0.006894149	0.010135632	0.006663013	0.00789759764347554
ASV_2346	0.008940707	0.010123979	0.004452919	0.00783920172314901
ASV_2465	0.003784965	0.013800108	0.006743638	0.00810957055419214
ASV_2475	0.001818254	0.014767027	0.007636434	0.00807390510929397
ASV_2604	0.001390989	0.015153073	0.007581416	0.00804182625657573
ASV_2645	0.011416661	0.008061757	0.004019182	0.00783253344974306
ASV_1117	0.005280113	0.009599966	0.008042420	0.00764083309030911
ASV_1168	0.00000000	0.00000000	0.02213129	0.00737709607387936
ASV_1254	0.009887120	0.004094234	0.008552464	0.00751127282717729
ASV_1329	0.002791055	0.008523495	0.011608199	0.00764091655948883
ASV_1493	0.012980698	0.003579414	0.005748287	0.00743613316640689
ASV_1544	0.008924005	0.005000315	0.008574636	0.00749965187056564
ASV_1587	0.004131522	0.013194855	0.006293120	0.00787316559999361
ASV_1603	0.0004614121	0.0173688521	0.0062338267	0.00802136364415141
ASV_1633	0.005593046	0.012168139	0.005822780	0.0078613214769606
ASV_1663	0.004502277	0.011715934	0.007178868	0.00779902621600469
ASV_1735	0.006997844	0.009666200	0.006631911	0.00776531832179994
ASV_1743	0.007177382	0.012123133	0.004051355	0.00778395675947128
ASV_1764	0.007388639	0.013687964	0.002677396	0.00791799940933219
ASV_1796	0.005753890	0.013188181	0.004493391	0.00781182079834822
ASV_1809	0.006914160	0.010113979	0.006291915	0.00777335123501254
ASV_2077	0.004166113	0.013193266	0.006234546	0.00786464194284457
ASV_2224	0.006765264	0.006598056	0.009448140	0.007603819921623
ASV_2348	0.007501957	0.009124496	0.006317405	0.007647952908518
ASV_2666	0.010009539	0.007049642	0.005826508	0.00762856320972859
ASV_1170	0.007357137	0.005548457	0.009395814	0.00743380259995458
ASV_1194	0.005012684	0.010155742	0.007650700	0.00760637530463793
ASV_1242	0.006472105	0.012137243	0.004521824	0.00771039055458612
ASV_1252	0.004489458	0.008539134	0.009438187	0.00748892638729009
ASV_1276	0.008457263	0.004569019	0.008860700	0.00729566085120439
ASV_1300	0.007668190	0.005550406	0.008918015	0.00737887019079107
ASV_1308	0.0058194240	0.0175292046	0.0008940458	0.00808089147585571
ASV_1327	0.005768901	0.010608273	0.006708578	0.00769525083748413
ASV_1399	0.003095154	0.004045753	0.014708732	0.00728321330276649
ASV_1692	0.007219601	0.007609961	0.007701457	0.00751033970651182
ASV_1834	0.007804700	0.010077197	0.004489668	0.0074571883897401
ASV_1956	0.007147988	0.009662935	0.005874458	0.00756179359054696
ASV_1972	0.005270905	0.003557459	0.013006142	0.00727816883501627
ASV_2058	0.003555254	0.013227872	0.006245135	0.00767608712363077
ASV_2189	0.005842879	0.009167019	0.007640745	0.00755021436266272
ASV_2285	0.007372684	0.011031712	0.004506341	0.00763691212434416
ASV_2439	0.004379793	0.010090360	0.008036993	0.00750238231890933
ASV_2797	0.007692934	0.009608756	0.005338908	0.00754686623584219
ASV_2890	0.002320021	0.011665765	0.008854930	0.00761357169031359
ASV_1143	0.006811138	0.004015117	0.010708589	0.00717828120081287
ASV_1169	0.002798658	0.014137303	0.005848519	0.00759482634538487
ASV_1219	0.009130367	0.004988260	0.007578810	0.00723247876933659
ASV_1233	0.005802199	0.011159966	0.005833253	0.00759847239535325
ASV_1236	0.007625288	0.007997187	0.006297596	0.0073066902240722
ASV_1319	0.007443105	0.006070924	0.008517202	0.00734374364943098
ASV_1344	0.007110376	0.005954666	0.008442200	0.00716908078367662
ASV_1350	0.013918839	0.006084841	0.001780808	0.00726149594548237
ASV_1354	0.005779070	0.013007190	0.004024517	0.00760359231931949
ASV_1385	0.007137273	0.008038932	0.006676722	0.00728430908044125
ASV_1431	0.011290299	0.006634272	0.004018359	0.00731431005329793
ASV_1598	0.007795561	0.007507964	0.006680845	0.00732812345688194
ASV_1700	0.006041503	0.008042802	0.008085752	0.00739001880641345
ASV_1753	0.005030588	0.005075050	0.011604722	0.00723678627616049
ASV_1973	0.002677732	0.013179333	0.006735521	0.00753086193898877
ASV_2013	0.005919591	0.009075414	0.007141366	0.00737879040325442
ASV_2074	0.011221136	0.004031148	0.005828266	0.0070268501500296
ASV_2118	0.006271237	0.010151662	0.005793109	0.00740533595926866
ASV_2177	0.001926357	0.014191372	0.006676988	0.00759823873327968
ASV_2407	0.008007320	0.009192675	0.004918904	0.00737296660534627
ASV_2436	0.011443569	0.006031291	0.004017737	0.00716419924444522
ASV_2460	0.003666997	0.016779471	0.002685262	0.00771057670469731
ASV_2495	0.005569375	0.009614840	0.007177517	0.00745391062698113
ASV_2692	0.006998610	0.011733119	0.004040998	0.00759090933880144
ASV_1298	0.005843532	0.010100962	0.005818089	0.00725419432591535
ASV_1375	0.003880047	0.005548124	0.011533088	0.00698708668074139
ASV_1378	0.005814231	0.005577815	0.009782482	0.00705817612660284
ASV_1398	0.007246230	0.010106886	0.004490025	0.00728104704520055
ASV_1407	0.003683919	0.010147628	0.008024767	0.00728543801922353
ASV_1411	0.006922577	0.011729175	0.003586013	0.00741258821532052
ASV_1453	0.004583994	0.008548492	0.008503541	0.00721200882420652
ASV_1556	0.005031661	0.007575202	0.008947140	0.00718466758127994
ASV_1560	0.007865742	0.005601210	0.007596797	0.00702124956917778
ASV_1682	0.004486583	0.012696876	0.004938761	0.00737407344181484
ASV_1730	0.002303645	0.012128520	0.007592044	0.0073414026661666
ASV_1747	0.010275612	0.005537195	0.005417477	0.00707676132435902
ASV_1897	0.005119444	0.012626994	0.004502055	0.00741616424365131
ASV_2109	0.004219286	0.012285690	0.005840791	0.00744858924354381
ASV_2277	0.010553085	0.005575058	0.005374486	0.00716754319103528
ASV_2416	0.003597140	0.012164118	0.006276197	0.00734581840343457
ASV_2910	0.001791929	0.012675908	0.007622951	0.00736359606803422
ASV_1241	0.015771774	0.004092028	0.000868689	0.006910830166462
ASV_1266	0.003629209	0.014202007	0.004012478	0.00728123119983448
ASV_1359	0.012581404	0.005084125	0.003125578	0.0069303689724482
ASV_1363	0.008167420	0.002017868	0.010809079	0.00699812227130331
ASV_1387	0.004102327	0.005026619	0.011725488	0.00695147813845524
ASV_1403	0.003536995	0.006560087	0.010688439	0.00692850719677073
ASV_1419	0.005370308	0.008100355	0.007592788	0.00702115034405821
ASV_1422	0.004998299	0.006578878	0.009405482	0.00699421972494811
ASV_1485	0.005856689	0.009542265	0.005820087	0.00707301366933281
ASV_1498	0.005469778	0.010644544	0.005344383	0.00715290179148684
ASV_1505	0.014261942	0.003551761	0.003134340	0.0069826811548752
ASV_1619	0.005801451	0.009089284	0.006308018	0.00706625134440839
ASV_1655	0.004015592	0.009598361	0.007589879	0.00706794426476175
ASV_1664	0.006650628	0.008062405	0.006271074	0.00699470247578513
ASV_1891	0.008167408	0.009076418	0.004051180	0.00709833522237069
ASV_1948	0.004650958	0.011546024	0.005378630	0.00719187051482092
ASV_2222	0.007261268	0.006004900	0.007634877	0.0069670150661603
ASV_2254	0.005565735	0.009632417	0.006278739	0.00715896349451149
ASV_2292	0.008965433	0.004583562	0.007238707	0.00692923389015252
ASV_2327	0.002330409	0.006558592	0.012118845	0.00700261527684457
ASV_2350	0.013166741	0.004597058	0.002693168	0.00681898886476758
ASV_2391	0.006070068	0.009226235	0.006264232	0.00718684501453602
ASV_2443	0.003623549	0.006563688	0.010700796	0.0069626776744341
ASV_2640	0.003398054	0.010547363	0.007540262	0.0071618929451226
ASV_2668	0.0008892233	0.0156779691	0.0053750940	0.00731409544559539
ASV_2905	0.007732434	0.009529777	0.004041350	0.00710118700144279
ASV_1279	0.003977215	0.010054024	0.006726818	0.00691935216714738
ASV_1286	0.002600468	0.009599681	0.008486335	0.00689549462345761
ASV_1316	0.005293571	0.005981373	0.008924137	0.0067330273917908
ASV_1321	0.013174055	0.005586230	0.001823836	0.00686137364907687
ASV_1324	0.007809215	0.010132484	0.003149533	0.00703041076472417
ASV_1374	0.002233004	0.001040919	0.016858515	0.00671081242760018
ASV_1386	0.008722465	0.005047249	0.006659712	0.00680980881008421
ASV_1393	0.007118925	0.004982906	0.007985838	0.00669588972741119
ASV_1429	0.005432976	0.012518565	0.003124147	0.00702522917383705
ASV_1435	0.007184332	0.010051763	0.003576629	0.00693757442662907
ASV_1458	0.002674862	0.010153762	0.008068262	0.00696562877095022
ASV_1466	0.009019069	0.006124384	0.005352099	0.00683185027544723
ASV_1471	0.001768278	0.009212970	0.010013224	0.00699815730910629
ASV_1477	0.003514222	0.014081371	0.003594437	0.00706334333372522
ASV_1489	0.003711996	0.005619846	0.011275011	0.00686895088186857
ASV_1490	0.004270356	0.004551728	0.011649226	0.00682377000137308
ASV_1515	0.007945436	0.004048678	0.008102689	0.00669893431172144
ASV_1543	0.008026584	0.007566954	0.004903603	0.00683238047665004
ASV_1546	0.003543308	0.006989946	0.009877795	0.006803683123534
ASV_1553	0.004404806	0.012122763	0.004477503	0.00700169068988916
ASV_1561	0.008668848	0.006066277	0.005830093	0.00685507243920395
ASV_1610	0.005024381	0.011496570	0.004437212	0.00698605417788164
ASV_1635	0.012122382	0.005058242	0.003144586	0.00677507026912633
ASV_1643	0.006745472	0.007596359	0.006242995	0.00686160882818659
ASV_1658	0.003202710	0.013665290	0.004505557	0.00712451925822932
ASV_1702	0.003919040	0.008837230	0.007653687	0.00680331886455049
ASV_1711	0.007538954	0.006543878	0.006242579	0.0067751366111931
ASV_1765	0.008972406	0.007122175	0.004497197	0.00686392592979511
ASV_1783	0.005818984	0.008585770	0.006278549	0.00689443440316625
ASV_1788	0.008196430	0.004553707	0.007121650	0.00662392926322906
ASV_1807	0.004161927	0.009549884	0.007200116	0.0069706421789657
ASV_1815	0.006771778	0.007554614	0.006278030	0.00686814072471138
ASV_1828	0.004523605	0.007067715	0.008977950	0.00685642303481909
ASV_1868	0.006927969	0.009043803	0.004897354	0.00695637553184107
ASV_1955	0.005859885	0.007509027	0.007130414	0.0068331085483086
ASV_2101	0.005701919	0.010587428	0.004915388	0.00706824497103259
ASV_2205	0.006826396	0.008502712	0.005374536	0.00690121465443218
ASV_2231	0.005433386	0.010531690	0.004960556	0.00697521048378389
ASV_2242	0.009852767	0.003491511	0.006635898	0.00666005852621293
ASV_2481	0.0004512432	0.0140842501	0.0067018243	0.00707910586640577
ASV_2711	0.003540309	0.010669452	0.006708745	0.00697283520741206
ASV_2800	0.008019176	0.008552794	0.004048864	0.00687361155507979
ASV_2851	0.003159707	0.010120803	0.007572526	0.00695101191143329
ASV_2873	0.006297865	0.008481615	0.005808033	0.00686250412626176
ASV_1249	0.009308749	0.004097877	0.006274112	0.0065602460076116
ASV_1335	0.004967899	0.009101344	0.006280307	0.00678318336644436
ASV_1336	0.002384573	0.011149695	0.007144177	0.00689281495354236
ASV_1338	0.008022023	0.004491192	0.007582200	0.00669847147163312
ASV_1373	0.01840533	0.00000000	0.00000000	0.00613510937615925
ASV_1379	0.002717320	0.012933052	0.004952548	0.00686764015245349
ASV_1432	0.005977395	0.006070865	0.008034226	0.00669416203050311
ASV_1452	0.003554576	0.012283135	0.004909662	0.00691579091933081
ASV_1462	0.0009295774	0.0120565998	0.0076394423	0.00687520646979333
ASV_1492	0.002353622	0.004567415	0.012910851	0.00661062900952522
ASV_1504	0.002707697	0.010459132	0.007130545	0.00676579157954153
ASV_1533	0.0009631783	0.0086751572	0.0107345673	0.00679096760398899
ASV_1541	0.009588032	0.007187959	0.003561033	0.00677900796896353
ASV_1552	0.003188901	0.008074022	0.009037292	0.00676673851776864
ASV_1588	0.007472983	0.007046268	0.005799232	0.00677282745191795
ASV_1622	0.006389489	0.012144579	0.002255689	0.0069299190307129
ASV_1623	0.005893402	0.008673103	0.005798584	0.00678836299003634
ASV_1639	0.013061542	0.003553875	0.003139438	0.00658495137962487
ASV_1641	0.004202827	0.008059988	0.008024793	0.00676253572660517
ASV_1671	0.001330297	0.007507964	0.011147521	0.00666192744347143
ASV_1782	0.002303864	0.011569835	0.006705479	0.00685972628424013
ASV_1825	0.002314033	0.009567519	0.008461323	0.00678095837361457
ASV_2027	0.007742145	0.008629210	0.004047081	0.00680614518049122
ASV_2054	0.003778212	0.006572802	0.009866761	0.00673925859825122
ASV_2087	0.005627198	0.006616754	0.007997648	0.00674720001904514
ASV_2154	0.009806392	0.004004399	0.005810815	0.00654053498290531
ASV_2271	0.006731556	0.005473570	0.007444777	0.00654996786659549
ASV_2304	0.007692631	0.004997390	0.007148413	0.00661281137709472
ASV_2335	0.008005587	0.007085946	0.004965057	0.00668552994669783
ASV_2618	0.002805631	0.013613961	0.004453321	0.00695763751827971
ASV_2673	0.004844890	0.012545600	0.003130975	0.00684048817785996
ASV_2788	0.003324319	0.012630519	0.004941749	0.0069655289523172
ASV_2806	0.009075400	0.007085014	0.004054609	0.00673834108400718
ASV_2855	0.007344864	0.007047155	0.005796003	0.00672934071424673
ASV_1255	0.005610495	0.006033662	0.008039399	0.00656118540640318
ASV_1322	0.009774197	0.005588660	0.004520153	0.00662766996081706
ASV_1340	0.004916415	0.007990455	0.006697954	0.00653494135255157
ASV_1394	0.009061853	0.005001844	0.005381241	0.0064816460313714
ASV_1410	0.004633834	0.007058819	0.008014937	0.00656919671142624
ASV_1434	0.005198840	0.009019391	0.005817495	0.00667857543847365
ASV_1449	0.004977308	0.014405851	0.001797299	0.00706015293598293
ASV_1494	0.007780259	0.005603972	0.006328432	0.00657088770405014
ASV_1500	0.012477986	0.002956130	0.003577765	0.00633729388956962
ASV_1557	0.001390989	0.006090929	0.012019020	0.00650031294507426
ASV_1572	0.002795242	0.016386613	0.001805964	0.00699593943813421
ASV_1606	0.002327077	0.010716568	0.007232911	0.00675885204786289
ASV_1651	0.004337254	0.004460182	0.010819448	0.00653896138874113
ASV_1667	0.008866406	0.007925331	0.002631424	0.00647438690495578
ASV_1681	0.005001939	0.010229280	0.004963539	0.00673158588607869
ASV_1713	0.006764713	0.006052676	0.006681870	0.00649975277004385
ASV_1750	0.008479931	0.007026536	0.004421680	0.00664271559583297
ASV_1846	0.003526826	0.011543326	0.004938121	0.00666942408101266
ASV_1854	0.0000000000	0.0207260940	0.0008826383	0.00720291076056255
ASV_1856	0.003219413	0.012845457	0.004502432	0.00685576739682945
ASV_1880	0.007776535	0.008484103	0.003614293	0.00662497705622267
ASV_1913	0.007955981	0.007060529	0.004500498	0.00650566929187021
ASV_1933	0.003714426	0.012590512	0.004003043	0.00676932704176901
ASV_1969	0.001283873	0.008085090	0.010435604	0.00660152218321896
ASV_2106	0.003357154	0.010592466	0.006292306	0.00674730873427257
ASV_2237	0.007947764	0.006996904	0.004487710	0.00647745942787439
ASV_2313	0.006164993	0.011132317	0.002681760	0.00665968994007453
ASV_2417	0.006875606	0.005566151	0.007137031	0.00652626273069672
ASV_2458	0.005434420	0.009661880	0.004906361	0.00666755387604574
ASV_2484	0.004276562	0.013885985	0.002663245	0.00694193076715432
ASV_2623	0.008392236	0.007559277	0.004006168	0.00665256029437096
ASV_2675	0.007126289	0.007575635	0.004953915	0.00655194646046518
ASV_2700	0.004010376	0.011127905	0.004899656	0.0066793122750433
ASV_2770	0.005452636	0.009198647	0.005364265	0.00667184930749848
ASV_2852	0.003954222	0.008045067	0.007555124	0.00651813775496847
ASV_2866	0.006657928	0.009020773	0.003957816	0.00654550539372249
ASV_1288	0.004060436	0.009100083	0.006325182	0.00649523378444449
ASV_1365	0.006661783	0.004058351	0.008038579	0.00625290431494782
ASV_1372	0.004488692	0.003538551	0.010718905	0.00624871613435281
ASV_1406	0.005563962	0.007574183	0.005875866	0.00633800374189824
ASV_1424	0.006468987	0.006968055	0.005801367	0.00641280292852266
ASV_1454	0.007832583	0.003507658	0.007595190	0.00631181021805399
ASV_1457	0.004074928	0.005611375	0.009357080	0.00634779442150706
ASV_1468	0.006810244	0.007540188	0.004915212	0.00642188158216866
ASV_1475	0.002601567	0.010158288	0.006662694	0.00647418293984135
ASV_1479	0.0171212355	0.0000000000	0.0004559589	0.00585906479852374
ASV_1537	0.005176174	0.002016548	0.011721806	0.00630484301924726
ASV_1597	0.003232896	0.010566524	0.005769575	0.00652299815998661
ASV_1624	0.004526937	0.007611999	0.007163567	0.00643416780675934
ASV_1675	0.009053153	0.004591302	0.005391736	0.00634539692866173
ASV_1683	0.004624431	0.006469651	0.008046496	0.00638019271452558
ASV_1690	0.001003532	0.007050529	0.011103888	0.00638598313408809
ASV_1717	0.006516178	0.006549188	0.006276976	0.00644744717509409
ASV_1767	0.008192372	0.007583913	0.003625499	0.00646726155498306
ASV_1787	0.004048603	0.010646703	0.004925732	0.00654034614994374
ASV_1792	0.001326877	0.008102066	0.009886999	0.00643864698681266
ASV_1851	0.001882806	0.012026132	0.005824524	0.00657782088440375
ASV_1906	0.004151313	0.003577208	0.010858612	0.00619571110371286
ASV_1986	0.004075016	0.008584422	0.006696617	0.00645201854381042
ASV_2144	0.004714846	0.010629219	0.004518345	0.00662080306903175
ASV_2230	0.004126301	0.012180135	0.003585215	0.00663055028353245
ASV_2389	0.005451889	0.011154495	0.003152427	0.0065862702182947
ASV_2428	0.006198048	0.006090597	0.006694036	0.00632756034119191
ASV_2887	0.003480181	0.012619557	0.003614358	0.00657136536015886
ASV_1366	0.003969476	0.010554095	0.004469474	0.00633101494299562
ASV_1369	0.010209322	0.002038878	0.005764603	0.00600426741729162
ASV_1396	0.005612842	0.008681065	0.004935842	0.00640991625763663
ASV_1413	0.004617155	0.007990228	0.006242740	0.0062833746596044
ASV_1451	0.002246285	0.010141707	0.006744196	0.0063773961575006
ASV_1484	0.0009297971	0.0115918488	0.0067166499	0.00641276528187829
ASV_1519	0.003114400	0.011523422	0.004505973	0.00638126498933851
ASV_1520	0.001818254	0.009082775	0.008040072	0.0063137004788834
ASV_1526	0.004132068	0.007146828	0.007556530	0.00627847523768567
ASV_1542	0.001906019	0.009942433	0.007136398	0.00632828313714038
ASV_1562	0.003961059	0.010220371	0.004946858	0.00637609566813141
ASV_1580	0.004492351	0.008041723	0.006364618	0.00629956394009414
ASV_1596	0.002734022	0.006006446	0.009861020	0.00620049614217003
ASV_1599	0.006354049	0.005059696	0.007218987	0.0062109104674206
ASV_1600	0.007098255	0.002491678	0.008490705	0.00602687925573861
ASV_1608	0.004189867	0.007550790	0.007177408	0.00630602157761122
ASV_1631	0.003683694	0.003077367	0.011722590	0.0061612171263399
ASV_1653	0.002293696	0.011098085	0.005814077	0.00640195258921505
ASV_1684	0.010489123	0.002025772	0.005877583	0.00613082563043555
ASV_1695	0.005859890	0.007152075	0.005734539	0.00624883483673917
ASV_1791	0.004000207	0.005572911	0.008980165	0.00618442781502549
ASV_1798	0.005382999	0.008071489	0.005386350	0.00628027937965484
ASV_1804	0.002303645	0.002028545	0.013900473	0.00607755410594426
ASV_1849	0.014421258	0.002587976	0.001354977	0.0061214037570116
ASV_1859	0.003242845	0.006098559	0.009395966	0.00624578991457219
ASV_1865	0.004660907	0.008586069	0.005823143	0.00635670632254631
ASV_1890	0.008124083	0.006006295	0.004459987	0.00619678809663369
ASV_1954	0.008382694	0.005570020	0.004470395	0.0061410366388395
ASV_1967	0.004466792	0.008494973	0.005816672	0.00625947872983338
ASV_2050	0.008281389	0.003014116	0.006718976	0.00600482717451122
ASV_2120	0.005415175	0.006927657	0.006257869	0.00620023368149353
ASV_2131	0.006292692	0.007593930	0.004898455	0.00626169266056912
ASV_2188	0.006366057	0.009498809	0.003125514	0.00633012673102081
ASV_2253	0.001360258	0.009174758	0.008537968	0.00635766155860314
ASV_2266	0.008861889	0.007667841	0.002682961	0.00640423017723534
ASV_2299	0.005253325	0.007039415	0.006668881	0.00632054057281456
ASV_2301	0.006203685	0.010528391	0.002702375	0.00647815047018705
ASV_2318	0.007358430	0.005078861	0.006228227	0.00622183917532081
ASV_2509	0.004236428	0.012593420	0.002697316	0.00650905494442462
ASV_2536	0.005599882	0.009158518	0.004484942	0.00641444717040277
ASV_2717	0.014500474	0.004060733	0.000000000	0.00618706872818114
ASV_2787	0.006877143	0.007604817	0.004437589	0.00630651629846311
ASV_1356	0.002265857	0.008561223	0.007630312	0.0061524639977576
ASV_1397	0.005953192	0.007118969	0.005412215	0.00616145837653048
ASV_1425	0.005809278	0.006544448	0.005832038	0.00606192146810725
ASV_1428	0.006223257	0.009978515	0.002681760	0.00629451069435382
ASV_1441	0.002246832	0.001997535	0.013539497	0.00592795441490311
ASV_1478	0.005690783	0.005003029	0.007143667	0.00594582614339253
ASV_1491	0.004128409	0.011149351	0.003575566	0.00628444192086163
ASV_1495	0.004782510	0.001504711	0.011353877	0.00588036630228058
ASV_1509	0.004067955	0.003982069	0.009816001	0.00595534202455362
ASV_1513	0.005516221	0.008594481	0.004456460	0.00618905412982142
ASV_1559	0.001802098	0.010695050	0.006211731	0.00623629315652946
ASV_1621	0.005625207	0.006511833	0.006238484	0.0061251746895999
ASV_1628	0.009895582	0.003585771	0.004507253	0.00599620195182069
ASV_1652	0.002798794	0.008602687	0.007151792	0.00618442442989394
ASV_1705	0.003498768	0.008143361	0.006702319	0.00611481589026428
ASV_1752	0.004122339	0.008091447	0.006285465	0.00616641687398694
ASV_1802	0.0000000000	0.0189429358	0.0008964117	0.0066131158484805
ASV_1830	0.005537306	0.007989627	0.004925433	0.0061507889186244
ASV_1887	0.004203047	0.011118173	0.003570468	0.00629722923064942
ASV_1944	0.004660819	0.008648614	0.005363065	0.00622416579681075
ASV_1947	0.004875401	0.006537641	0.006694414	0.00603581860635311
ASV_1964	0.004053926	0.006085185	0.008085752	0.00607495430617202
ASV_1995	0.0004374338	0.0192166096	0.0000000000	0.00655134782224421
ASV_2005	0.004283619	0.008684439	0.005836553	0.00626820372389762
ASV_2008	0.001804665	0.008076245	0.008494564	0.00612515772564294
ASV_2034	0.007979745	0.002041201	0.008028118	0.0060163548161941
ASV_2042	0.007016542	0.006044549	0.004915594	0.00599222812282262
ASV_2186	0.005014235	0.007141907	0.006280346	0.00614549602537832
ASV_2195	0.005165015	0.009153032	0.004453501	0.00625718255646171
ASV_2204	0.005877573	0.004593848	0.007601654	0.0060243583612285
ASV_2252	0.003570596	0.008148324	0.006645684	0.00612153453373074
ASV_2393	0.004202910	0.009646186	0.004925380	0.0062581589064535
ASV_2426	0.003542977	0.006041385	0.008529506	0.00603795565018661
ASV_2561	0.006370751	0.006187408	0.005833693	0.00613061716097499
ASV_2603	0.001424590	0.013645617	0.004054922	0.00637504305241417
ASV_2712	0.009439851	0.005035043	0.003569482	0.00601479197621995
ASV_2713	0.001916188	0.011135300	0.005843661	0.00629838286100244
ASV_2805	0.007073619	0.004542102	0.006269263	0.00596166109015691
ASV_2808	0.005436480	0.007117137	0.005815658	0.00612309180153892
ASV_2813	0.004537326	0.011111488	0.003128271	0.00625902844772999
ASV_2899	0.004279978	0.010058783	0.004459811	0.0062661908070539
ASV_1371	0.003051385	0.006521221	0.008026765	0.00586645690628886
ASV_1412	0.002731456	0.008486141	0.006773763	0.00599711978564755
ASV_1450	0.003758420	0.006550087	0.007648424	0.00598564380785212
ASV_1465	0.002717866	0.007545285	0.007663779	0.00597564327648663
ASV_1531	0.010517160	0.005054493	0.001788092	0.00578658144949376
ASV_1532	0.004132068	0.008607364	0.005375823	0.00603841836148811
ASV_1558	0.001350089	0.010018265	0.006758815	0.00604238965976022
ASV_1576	0.008846397	0.006544658	0.003120215	0.00617042330390689
ASV_1630	0.008291190	0.008616869	0.001355912	0.0060879902948267
