OTUID	KO	OE	WT	All
ASV_759	0.01646419	0.02321425	0.01163419	0.0171042113688715
ASV_760	0.01362792	0.02680082	0.01165322	0.0173606540108388
ASV_1116	0.01419333	0.02493432	0.01249391	0.0172071857571673
ASV_646	0.009148846	0.021383773	0.020553086	0.017028568336552
ASV_699	0.01886333	0.01568344	0.01568471	0.0167438253926631
ASV_798	0.011931573	0.030957154	0.009410425	0.0174330505652041
ASV_747	0.01626475	0.02070421	0.01339061	0.0167865255238821
ASV_667	0.009863163	0.023756703	0.017071178	0.0168970143337985
ASV_712	0.02158250	0.01517469	0.01253366	0.016430286218023
ASV_726	0.01180668	0.01769645	0.02008444	0.0165291915466955
ASV_792	0.009416851	0.023807100	0.017069257	0.0167644026915832
ASV_2907	0.002623573	0.034864706	0.013381784	0.0169566877847342
ASV_719	0.01522805	0.01770076	0.01661131	0.0165133732965396
ASV_722	0.01549014	0.01609852	0.01742875	0.0163391364754771
ASV_751	0.006517846	0.022085119	0.020995972	0.0165329790693069
ASV_752	0.01631812	0.01516694	0.01755350	0.0163461866281919
ASV_861	0.02173592	0.00963240	0.01613039	0.0158329048250077
ASV_1081	0.01881564	0.01627897	0.01344389	0.016179498692155
ASV_725	0.01158493	0.02060111	0.01653923	0.0162417552454078
ASV_770	0.024468341	0.015711967	0.009024281	0.0164015297734951
ASV_791	0.01407151	0.02022600	0.01477854	0.0163586820319572
ASV_795	0.008116427	0.024701755	0.016551377	0.0164565196661195
ASV_833	0.01900328	0.01423250	0.01523708	0.0161576223778369
ASV_871	0.01942530	0.01565951	0.01342245	0.0161690859540395
ASV_688	0.00806748	0.01407192	0.02549286	0.0158774195289087
ASV_715	0.02138676	0.01563451	0.01117900	0.0160667599356928
ASV_740	0.0040141297	0.0476537760	0.0009042527	0.0175240528218701
ASV_783	0.02021554	0.01302455	0.01426470	0.0158349322606751
ASV_788	0.01870071	0.01255649	0.01599726	0.0157514871445635
ASV_802	0.000000000	0.008591562	0.038808490	0.0158000173192043
ASV_1002	0.020656340	0.020227870	0.007201291	0.0160285005282969
ASV_738	0.01308336	0.02073609	0.01437902	0.0160661606757639
ASV_754	0.01454436	0.02275797	0.01119174	0.0161646893659786
ASV_789	0.01016564	0.02426711	0.01436778	0.0162668419973635
ASV_856	0.02165039	0.01265349	0.01348068	0.0159281848326117
ASV_865	0.01525767	0.01875726	0.01430399	0.0161063074058632
ASV_1362	0.008287265	0.027805661	0.012491886	0.0161949373301568
ASV_2045	0.01002722	0.02326069	0.01478965	0.0160258545497305
ASV_708	0.01377637	0.02180030	0.01255006	0.0160422435992589
ASV_806	0.01751912	0.01259660	0.01660709	0.0155742696194184
ASV_807	0.006451542	0.023147224	0.018376348	0.0159917049245184
ASV_916	0.004893066	0.043048262	0.002681520	0.0168742826090621
ASV_1057	0.01358406	0.01612195	0.01696366	0.0155565558651315
ASV_1938	0.01550252	0.02012160	0.01159434	0.0157394863077829
ASV_702	0.01275460	0.02370378	0.01118664	0.0158816770666619
ASV_714	0.008844259	0.020572569	0.017923195	0.015780007683154
ASV_723	0.000000000	0.005056473	0.040587820	0.0152147642316278
ASV_732	0.01272688	0.01516004	0.01886150	0.0155828061280523
ASV_766	0.01714365	0.01574370	0.01388507	0.0155908067295626
ASV_805	0.008718473	0.025726748	0.013444252	0.0159631578323274
ASV_891	0.01428708	0.01650285	0.01565781	0.0154825808090083
ASV_892	0.01335266	0.01974422	0.01440885	0.0158352457928046
ASV_1275	0.02027853	0.01467403	0.01166576	0.0155394393426514
ASV_1574	0.008172303	0.023974522	0.015171776	0.0157728671848226
ASV_1850	0.001326877	0.026953423	0.019279678	0.0158533261071051
ASV_745	0.01340395	0.02032526	0.01343740	0.0157222044013459
ASV_1781	0.01335796	0.01716628	0.01568324	0.0154024945117694
ASV_848	0.004345426	0.023394784	0.018860492	0.0155335675820009
ASV_952	0.005304399	0.018163946	0.022371390	0.0152799118357178
ASV_963	0.01586701	0.01927341	0.01115010	0.015430175401261
ASV_1103	0.01366796	0.02088989	0.01160607	0.0153879765763908
ASV_698	0.026319353	0.006140188	0.012112563	0.0148573678243739
ASV_736	0.017890254	0.019596187	0.008517476	0.0153346388382292
ASV_746	0.01057310	0.01105243	0.02347211	0.0150325454688201
ASV_765	0.02338110	0.01063568	0.01071897	0.0149119163367615
ASV_772	0.01709030	0.01761440	0.01116817	0.0152909572162975
ASV_782	0.023121427	0.013112318	0.008953467	0.0150624041913468
ASV_787	0.01439132	0.01412211	0.01703752	0.0151836520493975
ASV_808	0.01901907	0.01299540	0.01258318	0.0148658848585898
ASV_812	0.01215532	0.01969894	0.01390637	0.0152535423285437
ASV_832	0.01570115	0.01355161	0.01611535	0.0151227021931137
ASV_860	0.006860108	0.017555349	0.020902530	0.0151059956581846
ASV_1564	0.01467995	0.01926718	0.01113925	0.0150287928487095
ASV_1758	0.020565196	0.015763158	0.008500895	0.0149430829731655
ASV_748	0.004166113	0.020352097	0.020413939	0.0149773830718335
ASV_753	0.01302264	0.01533093	0.01697652	0.0151100275706743
ASV_781	0.005036003	0.016335125	0.023634063	0.0150017302922437
ASV_799	0.01126543	0.01812223	0.01565360	0.015013754141897
ASV_817	0.01338609	0.01156063	0.01902580	0.0146575083055067
ASV_820	0.028197358	0.006602258	0.008079908	0.0142931746843632
ASV_830	0.0079254060	0.0381769234	0.0008826383	0.0156616559057129
ASV_838	0.01376885	0.01923141	0.01252548	0.0151752458173377
ASV_854	0.01437191	0.01465312	0.01565040	0.0148918096772841
ASV_959	0.01613639	0.01507772	0.01340196	0.01487202249865
ASV_996	0.031299336	0.005601601	0.005855831	0.0142522561917066
ASV_773	0.01150633	0.02127465	0.01252346	0.0151014781083643
ASV_804	0.01382909	0.02071552	0.01031076	0.0149517873260183
ASV_939	0.01067915	0.01912238	0.01523213	0.0150112227408083
ASV_1060	0.014676421	0.019828761	0.009891374	0.0147988522227729
ASV_717	0.00430076	0.01615586	0.02383663	0.0147644173639403
ASV_729	0.01481556	0.01655039	0.01303577	0.0148005753856516
ASV_777	0.005021955	0.027024796	0.013473202	0.0151733178880748
ASV_853	0.024549519	0.009515558	0.009374214	0.0144797637523551
ASV_948	0.01049815	0.02276277	0.01167872	0.0149798788281306
ASV_977	0.00763005	0.02217656	0.01473003	0.0148455497800749
ASV_1051	0.01225150	0.01776284	0.01388519	0.0146331756622174
ASV_1083	0.01892929	0.01528959	0.00943634	0.0145517399475863
ASV_716	0.002313814	0.019247564	0.022539622	0.0147003332694092
ASV_831	0.01321332	0.01309556	0.01690192	0.0144035979658119
ASV_869	0.023626246	0.009574461	0.009037524	0.0140794105002993
ASV_889	0.01529684	0.01849751	0.01028469	0.0146930117172882
ASV_1442	0.01743512	0.01158815	0.01348736	0.0141702096712753
ASV_750	0.01273037	0.01513064	0.01520243	0.0143544807947348
ASV_779	0.02185500	0.01009870	0.01033146	0.0140950541433392
ASV_814	0.01306392	0.01616486	0.01386443	0.014364402694589
ASV_945	0.033973908	0.003525954	0.003621199	0.0137070202868564
ASV_1193	0.01308787	0.01105303	0.01782663	0.0139891801332534
ASV_737	0.01331384	0.01162060	0.01747577	0.014136737860047
ASV_800	0.01055928	0.01621804	0.01612446	0.0143005957146729
ASV_835	0.018193779	0.016660457	0.007610138	0.0141547913345368
ASV_839	0.018026515	0.015191953	0.009382274	0.014200247061323
ASV_868	0.01050411	0.01910954	0.01333892	0.014317525486089
ASV_1026	0.013681176	0.019097696	0.009853549	0.0142108069010577
ASV_1030	0.01311051	0.01355389	0.01571140	0.0141252664061809
ASV_1101	0.008068359	0.014810920	0.019703382	0.0141942203361384
ASV_1113	0.005122319	0.034338425	0.004882406	0.0147810498704576
ASV_1154	0.01765359	0.01454607	0.01027636	0.0141586726626752
ASV_764	0.003715090	0.031836669	0.008033443	0.0145284006793524
ASV_796	0.024044529	0.008566127	0.008052755	0.0135544704259467
ASV_821	0.016500338	0.018884624	0.007634852	0.014339938142501
ASV_873	0.012203413	0.021139694	0.009446698	0.0142632682921966
ASV_1032	0.01421038	0.01115244	0.01608537	0.0138160655488616
ASV_1054	0.008723011	0.013096397	0.019707892	0.0138424335591301
ASV_1111	0.01692017	0.01165843	0.01255689	0.0137118297943591
ASV_1139	0.018408429	0.018765442	0.004929136	0.0140343357224421
ASV_1318	0.01315079	0.01783154	0.01119098	0.0140577711706205
ASV_769	0.01162032	0.01773602	0.01247727	0.0139445377097274
ASV_784	0.019924465	0.007486401	0.012956194	0.0134556867008464
ASV_809	0.016729896	0.019802553	0.005409723	0.0139807239413784
ASV_818	0.00685478	0.01825471	0.01700676	0.014038751161409
ASV_834	0.009156567	0.020199886	0.013020932	0.014125794767643
ASV_1052	0.01278535	0.01421924	0.01430876	0.0137711212282083
ASV_1201	0.017644105	0.016432689	0.007584501	0.0138870984929969
ASV_1263	0.004975531	0.023343827	0.013956820	0.0140920591876477
ASV_1480	0.004634274	0.019077694	0.017871716	0.0138612277230805
ASV_1547	0.012293431	0.020695349	0.008940873	0.0139765510250109
ASV_1908	0.001367011	0.017582224	0.022271003	0.0137400793596183
ASV_1937	0.01353187	0.01522716	0.01254851	0.0137691823685661
ASV_757	0.023427364	0.010153477	0.006745005	0.0134419486460818
ASV_761	0.003933422	0.018724194	0.019121957	0.0139265240845388
ASV_823	0.002881933	0.023218462	0.016055505	0.014051966476822
ASV_849	0.0004614121	0.0445001468	0.0000000000	0.0149871863058502
ASV_1043	0.00691052	0.01588396	0.01847719	0.0137572222296303
ASV_1085	0.01010240	0.01719687	0.01386994	0.0137230704385572
ASV_1218	0.01263592	0.01737905	0.01163794	0.0138843036286138
ASV_1763	0.019551660	0.015150644	0.006317405	0.0136732362356674
ASV_2438	0.006426067	0.022110883	0.013008760	0.0138485696093201
ASV_2533	0.00647232	0.01925703	0.01561836	0.0137825693792433
ASV_780	0.006953290	0.008405451	0.024662317	0.0133403526082928
ASV_785	0.007192001	0.016673879	0.016816029	0.0135606364825402
ASV_790	0.012965434	0.018657450	0.009398204	0.013673696026717
ASV_844	0.006550705	0.022398090	0.013018519	0.0139891043738883
ASV_897	0.01604521	0.01267777	0.01158937	0.0134374502700041
ASV_937	0.01227318	0.01273367	0.01568280	0.0135632177187331
ASV_1235	0.005576128	0.022101454	0.013384326	0.0136873028238691
ASV_1512	0.01071979	0.01665757	0.01306380	0.0134803898008812
ASV_2526	0.01761015	0.01245433	0.00986628	0.0133102523648108
ASV_755	0.01001795	0.01301088	0.01696994	0.0133329220652969
ASV_811	0.01619208	0.01152299	0.01209295	0.0132693437939286
ASV_886	0.00470812	0.02125856	0.01467491	0.0135471941268291
ASV_894	0.01469412	0.01159444	0.01345610	0.0132482188947038
ASV_895	0.01375890	0.01615718	0.01073654	0.0135508744176815
ASV_898	0.01351328	0.01413001	0.01254195	0.0133950806758393
ASV_902	0.019168189	0.016222468	0.005372728	0.0135877951733773
ASV_927	0.004129638	0.004059788	0.031105811	0.0130984122975265
ASV_1048	0.008698369	0.015759498	0.015671350	0.0133764056922231
ASV_1132	0.008233849	0.020799282	0.011714920	0.0135826836438277
ASV_1165	0.01064477	0.01419796	0.01479687	0.0132131963213672
ASV_1247	0.01213755	0.01199352	0.01525063	0.01312723343418
ASV_1347	0.006299075	0.022291681	0.012061740	0.0135508322828128
ASV_1569	0.01329839	0.01372881	0.01255263	0.0131932762576676
ASV_2528	0.007783152	0.023809529	0.009390438	0.0136610397177394
ASV_771	0.013194640	0.003029323	0.022700348	0.0129747701909788
ASV_794	0.009963198	0.015740322	0.014339913	0.0133478108225767
ASV_816	0.010344032	0.009637787	0.019224483	0.0130687673035371
ASV_827	0.01473777	0.01412398	0.01066637	0.0131760407390097
ASV_878	0.005957735	0.020544392	0.013859396	0.0134538410831845
ASV_883	0.01139558	0.01565995	0.01304987	0.0133684633517468
ASV_907	0.015427229	0.021667767	0.004514918	0.0138699714425402
ASV_914	0.007201883	0.018201154	0.014811644	0.0134048936062483
ASV_925	0.006042405	0.014632943	0.019223114	0.0132994872522838
ASV_1015	0.014438449	0.008557564	0.015109361	0.0127017911297553
ASV_1078	0.009215155	0.018749773	0.012073769	0.0133462323083541
ASV_1443	0.01259464	0.01624823	0.01073817	0.0131936785573944
ASV_836	0.01276765	0.01672530	0.01073821	0.0134103838084171
ASV_884	0.013987203	0.015690387	0.009840718	0.0131727693775904
ASV_924	0.01173800	0.01361441	0.01392983	0.0130940810343245
ASV_940	0.01472408	0.01407252	0.01078902	0.0131952090815108
ASV_976	0.01055666	0.01566928	0.01341414	0.013213359125781
ASV_1046	0.017784423	0.011136515	0.009428096	0.0127830112882534
ASV_1056	0.011291632	0.019162387	0.009438616	0.0132975450334865
ASV_1155	0.012866348	0.017313800	0.009386416	0.0131888544992623
ASV_1202	0.004129418	0.033767104	0.003129055	0.0136751922333884
ASV_1686	0.007027791	0.011109867	0.020723491	0.0129537162252207
ASV_2051	0.009039827	0.014779339	0.015146910	0.0129886921194071
ASV_2662	0.007594235	0.017726187	0.013872048	0.0130641568640615
ASV_840	0.011352852	0.021062765	0.007611959	0.0133425252864832
ASV_875	0.015458182	0.014740367	0.008562491	0.0129203467948177
ASV_929	0.01093843	0.01669349	0.01175161	0.0131278418349122
ASV_934	0.018105862	0.009009301	0.011211496	0.0127755530608014
ASV_982	0.006716278	0.023423197	0.009858900	0.0133327915801155
ASV_990	0.01313356	0.01474540	0.01117356	0.0130175079328771
ASV_1006	0.004986139	0.017590694	0.016111564	0.012896132567307
ASV_1047	0.009367094	0.015681285	0.013531496	0.0128599582778446
ASV_1145	0.0009631783	0.0393084939	0.0008940458	0.0137219060161626
ASV_1440	0.008004578	0.017774458	0.012946821	0.0129086190312768
ASV_2147	0.01108891	0.01724859	0.01029478	0.0128774256953536
ASV_858	0.01258305	0.01424219	0.01198893	0.0129380595774473
ASV_864	0.01066112	0.01061120	0.01695536	0.0127425593410252
ASV_890	0.014225488	0.017143095	0.007611214	0.012993265598831
ASV_1439	0.00503576	0.02801183	0.00675912	0.0132689040669073
ASV_1461	0.01404621	0.01307909	0.01015540	0.0124269011900228
ASV_1565	0.01105474	0.01274351	0.01391390	0.0125707140148993
ASV_1842	0.005868741	0.013758169	0.018310820	0.012645910347741
ASV_2522	0.013078144	0.016178171	0.008927527	0.0127279474298075
ASV_825	0.013682398	0.014151624	0.009867178	0.0125670669039128
ASV_841	0.005403562	0.011590291	0.020593197	0.0125290166068925
ASV_855	0.015912878	0.014464485	0.007190291	0.0125225512031167
ASV_879	0.024219027	0.009620963	0.004029982	0.0126233237545075
ASV_880	0.016580042	0.018244753	0.004000487	0.012941760661858
ASV_923	0.015920322	0.017744944	0.004888464	0.0128512433047857
ASV_1011	0.020446895	0.007557613	0.008451472	0.0121519934908286
ASV_1093	0.007230009	0.027486909	0.004492833	0.0130699167228591
ASV_1120	0.006348832	0.018683597	0.013009251	0.0126805602674
ASV_1127	0.005041064	0.029688517	0.004056101	0.0129285610497528
ASV_1134	0.009841837	0.016704224	0.011160171	0.0125687440985114
ASV_1208	0.01473556	0.01261428	0.00982313	0.0123909886891609
ASV_2225	0.01229111	0.01120324	0.01345577	0.0123167089947344
ASV_813	0.01010806	0.01414693	0.01292760	0.0123941971718945
ASV_837	0.01018710	0.01514469	0.01252194	0.0126179103930997
ASV_888	0.01435152	0.00852123	0.01380272	0.012225157584981
ASV_1000	0.016901377	0.011608223	0.008041784	0.0121837945032531
ASV_1033	0.01181396	0.01517463	0.01069610	0.0125615650145044
ASV_1053	0.01062782	0.01164432	0.01476691	0.0123463509617397
ASV_1069	0.004620464	0.015997735	0.016620772	0.012412990423514
ASV_1213	0.01090922	0.01364545	0.01256733	0.0123740015452256
ASV_1746	0.003718066	0.018857109	0.015247575	0.012607583585558
ASV_1990	0.016249426	0.017729355	0.003150468	0.0123764161972741
ASV_850	0.016972509	0.008542344	0.011301008	0.0122719540120326
ASV_870	0.014461776	0.009625715	0.012532168	0.0122065528893797
ASV_887	0.014198337	0.015625728	0.007150095	0.012324719974129
ASV_900	0.018536145	0.006922888	0.010107666	0.0118555660572304
ASV_906	0.011342706	0.018086891	0.008512567	0.0126473881401276
ASV_947	0.008002493	0.011085530	0.017421465	0.0121698293265189
ASV_964	0.01326939	0.01119711	0.01210099	0.0121891628986411
ASV_1075	0.007969551	0.018690965	0.010331320	0.0123306119554278
ASV_1086	0.012705507	0.016219860	0.008474981	0.0124667825406386
ASV_1250	0.009529448	0.014629988	0.012595153	0.0122515297168999
ASV_2532	0.005169421	0.024256394	0.008541304	0.0126557066533225
ASV_819	0.025276595	0.004588150	0.004448605	0.0114377834796287
ASV_826	0.015038326	0.009073376	0.012035864	0.012049188541888
ASV_828	0.01268264	0.01311742	0.01073379	0.0121779524503625
ASV_915	0.01471657	0.01066830	0.01072548	0.0120367851979132
ASV_918	0.01039886	0.01372561	0.01261623	0.0122469006484714
ASV_970	0.002845985	0.021247783	0.013334586	0.0124761178390421
ASV_984	0.005103205	0.017159802	0.014787238	0.012350081642842
ASV_985	0.018134383	0.011078949	0.007212386	0.0121419059531676
ASV_993	0.01153044	0.01468989	0.01070612	0.0123088199037942
ASV_1044	0.015269523	0.005445543	0.014296826	0.011670630763986
ASV_1092	0.013423738	0.009088356	0.013002267	0.0118381201529342
ASV_1129	0.007551361	0.013583582	0.014819272	0.011984738324228
ASV_1166	0.008570695	0.021285866	0.007137472	0.0123313442868428
ASV_1313	0.02030213	0.00000000	0.01479370	0.0116986092809453
ASV_1508	0.017236002	0.018733238	0.001805964	0.0125917347196347
ASV_1905	0.00495065	0.01961442	0.01210708	0.0122240523858684
ASV_2916	0.002822333	0.034063997	0.001334297	0.0127402089927734
ASV_842	0.026980730	0.007028742	0.001790633	0.011933368395132
ASV_846	0.009204167	0.006610716	0.019514416	0.0117764330118696
ASV_877	0.012885282	0.002426448	0.019048811	0.0114535135878937
ASV_881	0.002508831	0.036742131	0.000000000	0.0130836540607427
ASV_911	0.01116867	0.01404313	0.01067284	0.0119615481868167
ASV_971	0.016147793	0.006077882	0.012969481	0.011731718625825
ASV_979	0.015747863	0.011501085	0.008539043	0.0119293305514036
ASV_1216	0.009585246	0.016684492	0.009814045	0.0120279274048836
ASV_1228	0.00553676	0.01989714	0.01125373	0.0122292088464287
ASV_1297	0.015225466	0.008645224	0.011263781	0.0117114900151448
ASV_1416	0.01038873	0.01415873	0.01117700	0.0119081524160367
ASV_1421	0.008645094	0.011084706	0.016050923	0.0119269075782992
ASV_1521	0.006730326	0.007107241	0.021230524	0.0116893636257041
ASV_1761	0.005866751	0.015704774	0.014792252	0.0121212592383712
ASV_1876	0.007232751	0.018281135	0.010765402	0.0120930961406229
ASV_762	0.015219458	0.008074757	0.011650769	0.0116483282062286
ASV_786	0.008959446	0.010599080	0.015632133	0.0117302195563728
ASV_824	0.01356328	0.01007121	0.01160084	0.0117451088360278
ASV_876	0.01145801	0.01311932	0.01119314	0.0119234914118833
ASV_901	0.019454104	0.011014644	0.004044891	0.0115045464697814
ASV_905	0.015023335	0.009980402	0.010269425	0.0117577205516486
ASV_908	0.007155704	0.015097874	0.013897008	0.0120501953449754
ASV_922	0.009983096	0.014592095	0.011160146	0.0119117789973181
ASV_953	0.02502105	0.00561298	0.00405118	0.0115617363642394
ASV_960	0.01538202	0.01420898	0.00667222	0.0120877406048574
ASV_967	0.008534201	0.012658756	0.014298012	0.0118303230753881
ASV_973	0.015205264	0.005596845	0.013869790	0.0115572998508507
ASV_988	0.01090065	0.01154587	0.01299287	0.0118131299790122
ASV_1007	0.01368572	0.00534566	0.01466472	0.0112320323204938
ASV_1021	0.01036024	0.01423141	0.01077984	0.0117904970697337
ASV_1176	0.01139645	0.01163786	0.01203604	0.0116901146592889
ASV_1262	0.006149105	0.012078000	0.016608721	0.0116119423171586
ASV_1294	0.008748108	0.015748763	0.011217309	0.0119047263581003
ASV_1503	0.007794205	0.014121168	0.013410382	0.0117752515003296
ASV_2289	0.012970969	0.015164708	0.007610456	0.011915377685854
ASV_2542	0.01133628	0.01258375	0.01126579	0.0117286062916848
ASV_845	0.01015302	0.01061683	0.01391966	0.0115631709664147
ASV_851	0.006680286	0.012902762	0.015211229	0.0115980922056273
ASV_866	0.005945590	0.020317256	0.009797572	0.012020139190805
ASV_872	0.003889231	0.015262654	0.016049213	0.0117336990912316
ASV_882	0.008287705	0.016621243	0.010762667	0.0118905382315723
ASV_893	0.008311400	0.008047331	0.018270558	0.0115430964965099
ASV_931	0.009895140	0.017693660	0.007528298	0.0117056991924672
ASV_1034	0.006885185	0.015929172	0.012073324	0.0116292268551887
ASV_1037	0.012871016	0.011634435	0.009823914	0.0114431217431903
ASV_1079	0.003968797	0.017428850	0.013423104	0.0116069172956879
ASV_1096	0.009331459	0.012527726	0.012576937	0.0114787072549771
ASV_1226	0.012043031	0.015170301	0.007637835	0.011617055626212
ASV_1301	0.014900063	0.007519645	0.012074728	0.0114981454630465
ASV_1388	0.01128854	0.01156042	0.01168957	0.0115128443686875
ASV_2406	0.006257955	0.018810306	0.010314236	0.0117941658344623
ASV_2811	0.009989724	0.013110717	0.011598128	0.0115661897742377
ASV_843	0.013561395	0.009066909	0.011209292	0.0112791988735084
ASV_863	0.009421468	0.019564364	0.005827311	0.0116043809886133
ASV_941	0.006926759	0.017639444	0.010777539	0.011781247311091
ASV_943	0.011676795	0.006990997	0.015696141	0.0114546442088751
ASV_950	0.01056897	0.01261684	0.01169599	0.0116272652425714
ASV_958	0.002970243	0.012616633	0.019297702	0.0116281924976101
ASV_986	0.010936677	0.014248161	0.009857382	0.0116807398175348
ASV_997	0.00447155	0.01527465	0.01520715	0.0116511191873742
ASV_1010	0.005977087	0.016557768	0.011989029	0.0115079613015976
ASV_1014	0.003714426	0.016051913	0.014617386	0.0114612416329622
ASV_1074	0.015805554	0.009081338	0.008926679	0.0112711906729755
ASV_1094	0.018266686	0.009671663	0.005813964	0.0112507709789261
ASV_1148	0.002683499	0.030519899	0.003591855	0.0122650847374123
ASV_1221	0.009375092	0.010178264	0.014308262	0.0112872061103188
ASV_1234	0.026290736	0.003993675	0.001816171	0.0107001937236014
ASV_1332	0.014090933	0.007131684	0.012476291	0.0112329691373518
ASV_2132	0.01018024	0.01006314	0.01342884	0.01122407505825
ASV_2682	0.003513782	0.017871252	0.013410319	0.011598451101556
ASV_867	0.006354898	0.015338729	0.012949377	0.0115476678006758
ASV_899	0.006994102	0.013087624	0.014234804	0.0114388433372081
ASV_921	0.009053216	0.016187483	0.009433733	0.0115581437510494
ASV_981	0.009763584	0.016568066	0.008057570	0.0114630733156627
ASV_1027	0.01277495	0.01104763	0.00987324	0.0112319402932215
ASV_1106	0.011693688	0.013134827	0.008946864	0.0112584597314399
ASV_1112	0.008393747	0.010568864	0.014258882	0.0110738310060265
ASV_1205	0.020679036	0.004528244	0.008471501	0.0112262602303162
ASV_1353	0.009485917	0.012672639	0.011590632	0.0112497291943594
ASV_1437	0.012976135	0.012112367	0.008495674	0.0111947255226264
ASV_1506	0.005617249	0.021669078	0.007615402	0.0116339094620333
ASV_1701	0.009515595	0.015241242	0.009360945	0.0113725939342755
ASV_1723	0.007905219	0.018883380	0.007556603	0.0114484004251983
ASV_2234	0.001745505	0.023920658	0.009453213	0.0117064584356748
ASV_910	0.011132019	0.013148370	0.009332871	0.0112044198509447
ASV_912	0.013086220	0.012034692	0.008523409	0.0112147736555579
ASV_951	0.001875834	0.020667968	0.012040961	0.0115282544565082
ASV_954	0.009633695	0.014526999	0.009799531	0.0113200752089492
ASV_983	0.009774737	0.013579548	0.010259090	0.0112044581480413
ASV_994	0.012933132	0.006994791	0.012850534	0.0109261523085086
ASV_1028	0.01131960	0.01107023	0.01070280	0.0110308770212394
ASV_1038	0.00000000	0.03650123	0.00000000	0.0121670762344441
ASV_1109	0.007914223	0.024586319	0.002245593	0.0115820451523576
ASV_1122	0.008171268	0.014456673	0.010781006	0.0111363155693687
ASV_1175	0.006727696	0.014652421	0.012058276	0.0111461311183542
ASV_1183	0.014089327	0.008541248	0.010239563	0.0109567128850405
ASV_1824	0.006812894	0.019825076	0.007623671	0.0114205472370209
ASV_2535	0.010607790	0.015163973	0.008037538	0.0112697668718619
ASV_2563	0.004075148	0.014616525	0.014772965	0.0111548793485777
ASV_2597	0.004213079	0.018277492	0.011644686	0.0113784191192135
ASV_920	0.022137942	0.003049505	0.007133906	0.010773784076278
ASV_926	0.010579077	0.004470124	0.017670792	0.0109066640907617
ASV_935	0.00685036	0.01277530	0.01382000	0.0111485509238599
ASV_946	0.007708105	0.016228868	0.009745071	0.0112273477153962
ASV_966	0.006758291	0.015543237	0.011174812	0.0111587801730007
ASV_975	0.025585712	0.004587823	0.001801664	0.0106583994991691
ASV_992	0.004956852	0.010075876	0.017891467	0.0109747318175135
ASV_1003	0.013856665	0.008464248	0.010282220	0.01086771097541
ASV_1019	0.005702139	0.013834853	0.013941578	0.0111595233480774
ASV_1070	0.014761624	0.010604118	0.007140255	0.0108353324015419
ASV_1073	0.013269408	0.010111127	0.009366549	0.010915694531506
ASV_1121	0.015967266	0.009788650	0.006748826	0.0108349141227529
ASV_1124	0.00371123	0.01834800	0.01165019	0.0112364734615326
ASV_1130	0.008740461	0.015223774	0.009442182	0.0111354725591307
ASV_1317	0.021513112	0.005585344	0.004956169	0.0106848747940758
ASV_1341	0.010106482	0.013192981	0.009830502	0.0110433215804141
ASV_1486	0.006062285	0.016033094	0.011098804	0.0110647277041119
ASV_1612	0.008550903	0.017749806	0.007149099	0.0111499360445405
ASV_857	0.01029963	0.01107186	0.01120649	0.0108593235259987
ASV_896	0.014837587	0.006047322	0.010668720	0.0105178764829883
ASV_956	0.017009159	0.006529183	0.008475692	0.0106713447305376
ASV_972	0.008952063	0.012229692	0.011626474	0.0109360761851071
ASV_1024	0.001003532	0.029201922	0.004033483	0.0114129791728553
ASV_1031	0.008786839	0.011104951	0.012050830	0.010647540176888
ASV_1041	0.007702034	0.017292686	0.008029940	0.0110082202759666
ASV_1062	0.003249598	0.003512789	0.024561009	0.0104411318437656
ASV_1066	0.013888948	0.009053026	0.008934570	0.0106255147554909
ASV_1071	0.007849178	0.013124768	0.011591768	0.0108552380644235
ASV_1098	0.022415838	0.002494767	0.005778538	0.0102297140572612
ASV_1104	0.008092585	0.018089413	0.007137584	0.0111065275616057
ASV_1126	0.005346329	0.009523400	0.016836673	0.0105688006793483
ASV_1271	0.015461881	0.011140502	0.005798408	0.0108002639438218
ASV_1302	0.01047495	0.01004086	0.01159962	0.0107051462224504
ASV_1514	0.013345358	0.009133236	0.009381728	0.0106201071243212
ASV_1607	0.003246261	0.020127987	0.009885749	0.0110866654808576
ASV_1676	0.014759024	0.007593813	0.009747091	0.0106999760037654
ASV_1693	0.010964295	0.013168211	0.008452916	0.0108618075773273
ASV_2239	0.012692485	0.009096693	0.009787387	0.0105255214336445
ASV_2368	0.007035197	0.014075955	0.011163809	0.0107583205387305
ASV_852	0.01168494	0.01013540	0.01033787	0.0107194076221763
ASV_961	0.020180180	0.003510298	0.007687087	0.0104591881485612
ASV_1018	0.002307061	0.006979719	0.022108595	0.0104651247813883
ASV_1022	0.009950643	0.009654056	0.012042770	0.0105491559679137
ASV_1045	0.004047944	0.019147985	0.009434764	0.0108768978114379
ASV_1076	0.007927184	0.016773441	0.008074496	0.0109250399701575
ASV_1082	0.009089686	0.010574112	0.012102691	0.0105888297445952
ASV_1390	0.014499825	0.013532940	0.003609234	0.0105473330148705
ASV_2251	0.004287497	0.018651673	0.009851217	0.0109301288722823
ASV_2745	0.010800040	0.012629918	0.008921938	0.01078396513435
ASV_903	0.012266249	0.004030773	0.014128983	0.0101420018131815
ASV_917	0.018477758	0.010385951	0.002676055	0.0105132545368326
ASV_980	0.005428551	0.020307350	0.007688151	0.0111413505640364
