"","x","y","r","circular","leaf","depth","name","level","shortName","new_label","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6","mean","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean_KO","mean_OE","mean_WT","KOWT_logFC","KOWT_logCPM","KOWT_PValue","KOWT_FDR","KOWT_level","KOWT_Kingdom","KOWT_Phylum","KOWT_Class","KOWT_Order","KOWT_Family","KOWT_Genus","KOWT_Species","KOWT_MeanA","KOWT_MeanB","KOWT_KO1","KOWT_KO2","KOWT_KO3","KOWT_KO4","KOWT_KO5","KOWT_KO6","KOWT_WT1","KOWT_WT2","KOWT_WT3","KOWT_WT4","KOWT_WT5","KOWT_WT6","ggraph.orig_index","ggraph.index"
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae",-0.558334114142523,-0.185434559314545,0.0347715392708778,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae",5,"Caulobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,42
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae",-0.352379085614183,-0.577844580257546,0.127574783749878,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae",5,"Bradyrhizobiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,43
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Hyphomicrobiaceae",-0.475043983471613,-0.443467846548983,0.0543696656823158,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Hyphomicrobiaceae",5,"Hyphomicrobiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,44
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Rhizobiaceae",-0.339104285141193,-0.32403167384266,0.126585024408996,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Rhizobiaceae",5,"Rhizobiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,45
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned",-0.561498355762826,-0.550618087173071,0.0833094175904989,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned",5,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,46
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales--F_--Rhodospirillaceae",-0.498589974676042,-0.166393564700933,0.0279334988445044,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales--F_--Rhodospirillaceae",5,"Rhodospirillaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,47
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae",-0.665671739399841,-0.218327020659986,0.0774927940219641,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae",5,"Sphingomonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,48
"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Burkholderiales_incertae_sedis",-1.00478676678608,0.214295533963459,0.0770479571074247,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Burkholderiales_incertae_sedis",5,"Burkholderiales_incertae_sedis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,49
"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae",-0.698712216493805,0.177115371484698,0.231276540969695,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae",5,"Comamonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,50
"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae",-0.988751576861506,0.476197105342924,0.185344035386628,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae",5,"Oxalobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,51
"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned",-1.02140626849952,0.00205145192930017,0.13584580561513,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned",5,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,52
"D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Myxococcales--F_--Sandaracinaceae",-0.86761153563158,-0.197930205620583,0.0235221404582262,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Myxococcales--F_--Sandaracinaceae",5,"Sandaracinaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,53
"D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned--F_--Unassigned",-0.899047155420367,-0.291884630028811,0.0755517336665071,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned--F_--Unassigned",5,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,54
"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae",-0.163575892324783,0.0971920452037134,0.230856375768781,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae",5,"Pseudomonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,55
"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Unassigned--F_--Unassigned",-0.0817799108157233,0.338509859578291,0.0239472202956676,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Unassigned--F_--Unassigned",5,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,56
"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Sinobacteraceae",0.0239178385671086,0.379645327656973,0.0887582525610924,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Sinobacteraceae",5,"Sinobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,57
"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Xanthomonadaceae",0.188639200725508,0.41234926487351,0.079178266258664,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Xanthomonadaceae",5,"Xanthomonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,58
"D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned",-1.08393123959232,-0.22711099650858,0.0979058756407641,FALSE,FALSE,4,"D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned",5,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,59
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Kineosporiaceae--G_--Kineosporia",0.688862613596893,-0.092622970543871,0.0393022820353508,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Kineosporiaceae--G_--Kineosporia",6,"Kineosporia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,60
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Microbacteriaceae--G_--Agromyces",0.830397777125687,-0.0992669365932659,0.0324776880443096,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Microbacteriaceae--G_--Agromyces",6,"Agromyces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,61
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Actinoplanes",0.798569820751225,0.15017231788527,0.10750399902463,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Actinoplanes",6,"Actinoplanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,62
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Unassigned",0.742052895249385,-0.00744110913603843,0.0599360046908259,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Unassigned",6,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,63
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Kribbella",0.816764477331663,-0.211251063237779,0.0429852902889252,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Kribbella",6,"Kribbella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,64
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Nocardioides",0.717759986555799,-0.210431371577239,0.0560225937515497,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Nocardioides",6,"Nocardioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,65
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola",1.23546081114163,-0.206043984284893,0.0851468835026026,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola",6,"Actinophytocola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,66
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis",1.0955458918647,-0.308008629609527,0.0879801642149687,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis",6,"Amycolatopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,67
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Kibdelosporangium",0.997089832450256,-0.247499565431872,0.0275834240019321,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Kibdelosporangium",6,"Kibdelosporangium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,68
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea",1.04277377827351,-0.0822140924422319,0.143899260174444,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea",6,"Lentzea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,69
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Unassigned",0.953370489938494,-0.222743502704942,0.0226584263145924,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Unassigned",6,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,70
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Streptomycetaceae--G_--Streptomyces",0.501964489203963,-0.062439107897036,0.150017487350851,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Streptomycetaceae--G_--Streptomyces",6,"Streptomyces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,71
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Actinocorallia",0.561640727095131,-0.485347448518575,0.0489590018987656,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Actinocorallia",6,"Actinocorallia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,72
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Unassigned",0.549977382264582,-0.322561358082464,0.114244386553764,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Unassigned",6,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,73
"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Unassigned--G_--Unassigned",0.738998322023825,-0.333950051116533,0.0260598640888929,FALSE,FALSE,5,"D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Unassigned--G_--Unassigned",6,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,74
"D_--Bacteria--P_--Bacteroidetes--C_--Flavobacteriia--O_--Flavobacteriales--F_--Flavobacteriaceae--G_--Flavobacterium",0.286284664219505,-0.482551414349834,0.122809395194054,FALSE,FALSE,5,"D_--Bacteria--P_--Bacteroidetes--C_--Flavobacteriia--O_--Flavobacteriales--F_--Flavobacteriaceae--G_--Flavobacterium",6,"Flavobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,75
"D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales--F_--Herpetosiphonaceae--G_--Herpetosiphon",0.124185162872871,-0.566357243544238,0.0596725540235639,FALSE,FALSE,5,"D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales--F_--Herpetosiphonaceae--G_--Herpetosiphon",6,"Herpetosiphon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,76
"D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales--F_--Bacillaceae_1--G_--Bacillus",0.291001611975044,-0.321222692888168,0.0385882593691349,FALSE,FALSE,5,"D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales--F_--Bacillaceae_1--G_--Bacillus",6,"Bacillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,77
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae--G_--Phenylobacterium",-0.558334114142523,-0.185434559314545,0.0347715392708778,FALSE,FALSE,5,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae--G_--Phenylobacterium",6,"Phenylobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,78
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium",-0.383147943216608,-0.576688672532563,0.09678422100842,FALSE,FALSE,5,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium",6,"Bradyrhizobium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,79
"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Unassigned",-0.255663087750098,-0.581477954317289,0.0307905599474907,FALSE,FALSE,5,"D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Unassigned",6,"Unassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,80
