"","ID","i","index","Group"
"1190","KO2",6700,117.080931639759,"KO"
"1191","KO3",6700,82.1559297218155,"KO"
"1192","KO4",6700,90.829627171595,"KO"
"1193","KO5",6700,63.97302558636,"KO"
"1194","KO6",6700,118.373934001719,"KO"
"1195","OE1",6700,179.600230451621,"OE"
"1196","OE2",6700,104.564110448025,"OE"
"1197","OE3",6700,91.4550914550914,"OE"
"1198","OE4",6700,122.200867846662,"OE"
"1199","OE5",6700,143.285773564429,"OE"
"1200","OE6",6700,206.216350305948,"OE"
"1201","WT1",6700,90.7458993527103,"WT"
"1202","WT2",6700,68.3105428626211,"WT"
"1203","WT3",6700,136.740525030004,"WT"
"1204","WT4",6700,107.693267311531,"WT"
"1205","WT5",6700,86.4303070210906,"WT"
"1206","WT6",6700,116.784257409257,"WT"
"1207","KO1",6800,95.4074832149681,"KO"
"1208","KO2",6800,110.677613154934,"KO"
"1209","KO3",6800,86.1799042776842,"KO"
"1210","KO4",6800,90.9237491102293,"KO"
"1211","KO5",6800,68.9873304409579,"KO"
"1212","KO6",6800,118.323208647011,"KO"
"1213","OE1",6800,176.878763072733,"OE"
"1214","OE2",6800,110.099432359328,"OE"
"1215","OE3",6800,88.2779686903398,"OE"
"1216","OE4",6800,124.688548284454,"OE"
"1217","OE5",6800,139.976145933608,"OE"
"1218","OE6",6800,185.367809180196,"OE"
"1219","WT1",6800,87.1646967897604,"WT"
"1220","WT2",6800,71.43739957978,"WT"
"1221","WT3",6800,135.053828764363,"WT"
"1222","WT4",6800,112.096426199146,"WT"
"1223","WT5",6800,83.7778293135436,"WT"
"1224","WT6",6800,116.038626006304,"WT"
"1225","KO1",6900,98.0141884853401,"KO"
"1226","KO2",6900,114.192926322657,"KO"
"1227","KO3",6900,85.394201588429,"KO"
"1228","KO4",6900,91.9928894384975,"KO"
"1229","KO5",6900,66.7912426453877,"KO"
"1230","KO6",6900,119.276076140275,"KO"
"1231","OE1",6900,184.369094457697,"OE"
"1232","OE2",6900,103.689797411784,"OE"
"1233","OE3",6900,92.7343485222107,"OE"
"1234","OE4",6900,121.074180505048,"OE"
"1235","OE5",6900,146.749684061277,"OE"
"1236","OE6",6900,190.271039317086,"OE"
"1237","WT1",6900,90.546359127286,"WT"
"1238","WT2",6900,71.1437998350289,"WT"
"1239","WT3",6900,129.938537788889,"WT"
"1240","WT4",6900,104.666807365589,"WT"
"1241","WT5",6900,84.0456293095231,"WT"
"1242","WT6",6900,123.127612032937,"WT"
"1243","KO1",7000,94.1221667306954,"KO"
"1244","KO2",7000,115.35220087291,"KO"
"1245","KO3",7000,82.3908825240531,"KO"
"1246","KO4",7000,90.5107763238586,"KO"
"1247","KO5",7000,65.3004219206853,"KO"
"1248","KO6",7000,115.670250083802,"KO"
"1249","OE1",7000,187.990117090987,"OE"
"1250","OE2",7000,111.129758735026,"OE"
"1251","OE3",7000,92.7510335115163,"OE"
"1252","OE4",7000,122.361120128654,"OE"
"1253","OE5",7000,140.554185072572,"OE"
"1254","OE6",7000,194.906961758459,"OE"
"1255","WT1",7000,85.8672947245938,"WT"
"1256","WT2",7000,68.682281373085,"WT"
"1257","WT3",7000,126.981823458985,"WT"
"1258","WT4",7000,105.353687379058,"WT"
"1259","WT5",7000,89.6460627083356,"WT"
"1260","WT6",7000,108.50213904217,"WT"
"1261","KO1",7100,98.3149354448648,"KO"
"1262","KO2",7100,114.031198537795,"KO"
"1263","KO3",7100,88.4032351971492,"KO"
"1264","KO4",7100,85.5520406223695,"KO"
"1265","KO5",7100,65.3607482839724,"KO"
"1266","KO6",7100,111.617423034683,"KO"
"1267","OE1",7100,187.920313734846,"OE"
"1268","OE2",7100,108.421192998757,"OE"
"1269","OE3",7100,91.746959664826,"OE"
"1270","OE4",7100,122.166375044228,"OE"
"1271","OE5",7100,146.558591455934,"OE"
"1272","OE6",7100,196.462811978736,"OE"
"1273","WT1",7100,87.9817090198269,"WT"
"1274","WT2",7100,67.6435462877233,"WT"
"1275","WT3",7100,136.283023152704,"WT"
"1276","WT4",7100,109.563138448163,"WT"
"1277","WT5",7100,87.120780060212,"WT"
"1278","WT6",7100,114.905586403713,"WT"
"1279","KO1",7200,98.8038332227889,"KO"
"1280","KO2",7200,107.391003517553,"KO"
"1281","KO3",7200,83.4258678124849,"KO"
"1282","KO4",7200,91.254752851711,"KO"
"1283","KO5",7200,66.6298214721797,"KO"
"1284","KO6",7200,114.635483928034,"KO"
"1285","OE1",7200,184.335729982292,"OE"
"1286","OE2",7200,110.425213757141,"OE"
"1287","OE3",7200,96.5316390640304,"OE"
"1288","OE4",7200,125.884518438294,"OE"
"1289","OE5",7200,138.144956270086,"OE"
"1290","OE6",7200,182.220816197406,"OE"
"1291","WT1",7200,83.6517608179283,"WT"
"1292","WT2",7200,70.6486483539846,"WT"
"1293","WT3",7200,131.547561650232,"WT"
"1294","WT4",7200,111.808958520257,"WT"
"1295","WT5",7200,85.9998141979323,"WT"
"1296","WT6",7200,121.033830636688,"WT"
"1297","KO1",7300,102.512705881448,"KO"
"1298","KO2",7300,116.900951177565,"KO"
"1299","KO3",7300,80.1522124958638,"KO"
"1300","KO4",7300,86.8869084304269,"KO"
"1301","KO5",7300,64.7819247610642,"KO"
"1302","KO6",7300,120.006845952556,"KO"
"1303","OE1",7300,183.405722781682,"OE"
"1304","OE2",7300,102.300955627992,"OE"
"1305","OE3",7300,90.8241838776421,"OE"
"1306","OE4",7300,122.611164541468,"OE"
"1307","OE5",7300,146.102471870682,"OE"
"1308","OE6",7300,185.674266919389,"OE"
"1309","WT1",7300,86.6895930192835,"WT"
"1310","WT2",7300,68.7144758151866,"WT"
"1311","WT3",7300,131.464039194983,"WT"
"1312","WT4",7300,107.580498637327,"WT"
"1313","WT5",7300,89.3354076001314,"WT"
"1314","WT6",7300,120.80777304733,"WT"
"1315","KO1",7400,99.8122596285292,"KO"
"1316","KO2",7400,112.743563981355,"KO"
"1317","KO3",7400,85.0905135576101,"KO"
"1318","KO4",7400,88.2619361535461,"KO"
"1319","KO5",7400,63.7365246600758,"KO"
"1320","KO6",7400,118.720867208672,"KO"
"1321","OE1",7400,187.471328115906,"OE"
"1322","OE2",7400,104.552900789302,"OE"
"1323","OE3",7400,95.135510771369,"OE"
"1324","OE4",7400,122.688940071516,"OE"
"1325","OE5",7400,135.389727588748,"OE"
"1326","OE6",7400,189.415427187824,"OE"
"1327","WT1",7400,86.2283444976679,"WT"
"1328","WT2",7400,66.4808375905674,"WT"
"1329","WT3",7400,132.045352611247,"WT"
"1330","WT4",7400,110.721102520138,"WT"
"1331","WT5",7400,84.6998846126481,"WT"
"1332","WT6",7400,111.358755775363,"WT"
"1333","KO1",7500,96.9356278499075,"KO"
"1334","KO2",7500,118.566327584535,"KO"
"1335","KO3",7500,80.1562940859617,"KO"
"1336","KO4",7500,92.7727932444914,"KO"
"1337","KO5",7500,62.0433608640407,"KO"
"1338","KO6",7500,114.02751255823,"KO"
"1339","OE1",7500,185.751459593691,"OE"
"1340","OE2",7500,99.8647165972496,"OE"
"1341","OE3",7500,93.092456945773,"OE"
"1342","OE4",7500,125.058360568265,"OE"
"1343","OE5",7500,134.391903514975,"OE"
"1344","OE6",7500,189.5598840736,"OE"
"1345","WT1",7500,87.440579268577,"WT"
"1346","WT2",7500,67.7154434548961,"WT"
"1347","WT3",7500,133.484259536116,"WT"
"1348","WT4",7500,102.275702565893,"WT"
"1349","WT5",7500,80.5640774446364,"WT"
"1350","WT6",7500,119.091474955857,"WT"
"1351","KO1",7600,94.2254297730172,"KO"
"1352","KO2",7600,115.256293600243,"KO"
"1353","KO3",7600,86.0256051281746,"KO"
"1354","KO4",7600,87.5058705894829,"KO"
"1355","KO5",7600,65.9784016686504,"KO"
"1356","KO6",7600,116.517388848544,"KO"
"1357","OE1",7600,190.018751850512,"OE"
"1358","OE2",7600,109.436636263391,"OE"
"1359","OE3",7600,94.8508595038065,"OE"
"1360","OE4",7600,125.269472506214,"OE"
"1361","OE5",7600,142.934917099728,"OE"
"1362","OE6",7600,189.365873489433,"OE"
"1363","WT1",7600,88.7487592689905,"WT"
"1364","WT2",7600,66.4802090167236,"WT"
"1365","WT3",7600,140.437554402533,"WT"
"1366","WT4",7600,103.224699583241,"WT"
"1367","WT5",7600,86.6686873355081,"WT"
"1368","WT6",7600,113.863064682737,"WT"
"1369","KO1",7700,96.3560542285178,"KO"
"1370","KO2",7700,113.714388734815,"KO"
"1371","KO3",7700,83.919548201724,"KO"
"1372","KO4",7700,90.5752267817915,"KO"
"1373","KO5",7700,63.5947270757581,"KO"
"1374","KO6",7700,114.172485374599,"KO"
"1375","OE1",7700,188.798807787593,"OE"
"1376","OE2",7700,105.041793488082,"OE"
"1377","OE3",7700,92.9549288531848,"OE"
"1378","OE4",7700,126.406051457859,"OE"
"1379","OE5",7700,140.123083322304,"OE"
"1380","OE6",7700,186.171381919804,"OE"
"1381","WT1",7700,85.9631673418257,"WT"
"1382","WT2",7700,67.0429848545499,"WT"
"1383","WT3",7700,135.224515116682,"WT"
"1384","WT4",7700,106.109198158793,"WT"
"1385","WT5",7700,86.0150471929412,"WT"
"1386","WT6",7700,117.048074797056,"WT"
"1387","KO1",7800,95.5066057165821,"KO"
"1388","KO2",7800,109.518220634932,"KO"
"1389","KO3",7800,84.4927242376351,"KO"
"1390","KO4",7800,91.2537947419575,"KO"
"1391","KO5",7800,66.792405602482,"KO"
"1392","KO6",7800,117.426347971095,"KO"
"1393","OE1",7800,177.11274780938,"OE"
"1394","OE2",7800,104.697265893885,"OE"
"1395","OE3",7800,94.1026529400119,"OE"
"1396","OE4",7800,123.012471086812,"OE"
"1397","OE5",7800,140.24185034415,"OE"
"1398","OE6",7800,189.000447338337,"OE"
"1399","WT1",7800,87.0914546162479,"WT"
"1400","WT2",7800,68.2287659834071,"WT"
"1401","WT3",7800,129.610614265689,"WT"
"1402","WT4",7800,111.20697218729,"WT"
"1403","WT5",7800,85.3580858687753,"WT"
"1404","WT6",7800,113.02205824983,"WT"
"1405","KO1",7900,97.9164705513195,"KO"
"1406","KO2",7900,107.447464198526,"KO"
"1407","KO3",7900,83.2501854154106,"KO"
"1408","KO4",7900,87.7217641618432,"KO"
"1409","KO5",7900,68.0553253482915,"KO"
"1410","KO6",7900,111.121398480872,"KO"
"1411","OE1",7900,185.252247010912,"OE"
"1412","OE2",7900,106.115994763063,"OE"
"1413","OE3",7900,96.1295569507168,"OE"
"1414","OE4",7900,124.437231077207,"OE"
"1415","OE5",7900,138.812277580071,"OE"
"1416","OE6",7900,195.188620825541,"OE"
"1417","WT1",7900,81.3556052069673,"WT"
"1418","WT2",7900,70.3084514341077,"WT"
"1419","WT3",7900,129.015053478921,"WT"
"1420","WT4",7900,108.605237970939,"WT"
"1421","WT5",7900,83.1286529455328,"WT"
"1422","WT6",7900,118.693064034537,"WT"
"1423","KO1",8000,94.4239695246638,"KO"
"1424","KO2",8000,118.943189758991,"KO"
"1425","KO3",8000,87.2997902076917,"KO"
"1426","KO4",8000,87.4728014258067,"KO"
"1427","KO5",8000,65.3942044386316,"KO"
"1428","KO6",8000,116.117888686489,"KO"
"1429","OE1",8000,185.160539974425,"OE"
"1430","OE2",8000,107.711830461579,"OE"
"1431","OE3",8000,94.4646657869645,"OE"
"1432","OE4",8000,126.392789291371,"OE"
"1433","OE5",8000,150.953364844848,"OE"
"1434","OE6",8000,189.420845764076,"OE"
"1435","WT1",8000,84.9459796660561,"WT"
"1436","WT2",8000,69.946884084898,"WT"
"1437","WT3",8000,130.004143882086,"WT"
"1438","WT4",8000,106.094815610526,"WT"
"1439","WT5",8000,83.7282077715476,"WT"
"1440","WT6",8000,117.201520689731,"WT"
"1441","KO1",8100,92.7724847075991,"KO"
"1442","KO2",8100,115.543110735418,"KO"
"1443","KO3",8100,83.6009174311927,"KO"
"1444","KO4",8100,87.6869411811876,"KO"
"1445","KO5",8100,66.0642578368864,"KO"
"1446","KO6",8100,117.748193666256,"KO"
"1447","OE1",8100,186.197384552513,"OE"
"1448","OE2",8100,106.476898359272,"OE"
"1449","OE3",8100,90.957486628792,"OE"
"1450","OE4",8100,123.24505873911,"OE"
"1451","OE5",8100,143.176997407495,"OE"
"1452","OE6",8100,192.740433482371,"OE"
"1453","WT1",8100,85.0084088488558,"WT"
"1454","WT2",8100,68.9989525536238,"WT"
"1455","WT3",8100,135.244887862797,"WT"
"1456","WT4",8100,114.570600356232,"WT"
"1457","WT5",8100,85.0196448379171,"WT"
"1458","WT6",8100,115.568754689861,"WT"
"1459","KO1",8200,103.767033441874,"KO"
"1460","KO2",8200,117.008317961925,"KO"
"1461","KO3",8200,85.1154324253848,"KO"
"1462","KO4",8200,89.0768281018581,"KO"
"1463","KO5",8200,67.6166245990165,"KO"
"1464","KO6",8200,111.160706905388,"KO"
"1465","OE1",8200,185.380216920218,"OE"
"1466","OE2",8200,107.877772750755,"OE"
"1467","OE3",8200,93.7500871412916,"OE"
"1468","OE4",8200,120.860474814144,"OE"
"1469","OE5",8200,138.99454274847,"OE"
"1470","OE6",8200,197.40009629273,"OE"
"1471","WT1",8200,85.1270702564194,"WT"
"1472","WT2",8200,67.8221856415471,"WT"
"1473","WT3",8200,134.252844187635,"WT"
"1474","WT4",8200,105.768172022714,"WT"
"1475","WT5",8200,85.6735130727282,"WT"
"1476","WT6",8200,115.934632454111,"WT"
"1477","KO1",8300,98.1277526764704,"KO"
"1478","KO2",8300,117.912256439046,"KO"
"1479","KO3",8300,83.9839273610346,"KO"
"1480","KO4",8300,90.914129763457,"KO"
"1481","KO5",8300,62.8275211720265,"KO"
"1482","KO6",8300,116.036989000994,"KO"
"1483","OE1",8300,180.377145071507,"OE"
"1484","OE2",8300,105.209625100032,"OE"
"1485","OE3",8300,95.9871812735126,"OE"
"1486","OE4",8300,121.398488025799,"OE"
"1487","OE5",8300,131.717819094017,"OE"
"1488","OE6",8300,191.663513543591,"OE"
"1489","WT1",8300,87.2926972670505,"WT"
"1490","WT2",8300,66.8415731492675,"WT"
"1491","WT3",8300,137.764019373753,"WT"
"1492","WT4",8300,107.023899777532,"WT"
"1493","WT5",8300,84.3229560649124,"WT"
"1494","WT6",8300,115.213384754839,"WT"
"1495","KO1",8400,92.7093844601413,"KO"
"1496","KO2",8400,120.648795050937,"KO"
"1497","KO3",8400,81.5471773997823,"KO"
"1498","KO4",8400,94.5312290667453,"KO"
"1499","KO5",8400,66.2857615253241,"KO"
"1500","KO6",8400,117.725573945542,"KO"
"1501","OE1",8400,186.4161391569,"OE"
"1502","OE2",8400,104.232525984271,"OE"
"1503","OE3",8400,89.8837472962266,"OE"
"1504","OE4",8400,123.583068278945,"OE"
"1505","OE5",8400,145.276057451575,"OE"
"1506","OE6",8400,191.180136340483,"OE"
"1507","WT1",8400,85.1961951495159,"WT"
"1508","WT2",8400,69.3746644826495,"WT"
"1509","WT3",8400,137.314734088928,"WT"
"1510","WT4",8400,110.316534659967,"WT"
"1511","WT5",8400,84.4908516141393,"WT"
"1512","WT6",8400,116.29210149848,"WT"
"1513","KO1",8500,96.7404170081034,"KO"
"1514","KO2",8500,116.361469456121,"KO"
"1515","KO3",8500,82.7351969842019,"KO"
"1516","KO4",8500,88.9167296365306,"KO"
"1517","KO5",8500,64.5118085628823,"KO"
"1518","KO6",8500,115.742224044906,"KO"
"1519","OE1",8500,179.311542947907,"OE"
"1520","OE2",8500,104.917242440876,"OE"
"1521","OE3",8500,91.8968008465953,"OE"
"1522","OE4",8500,130.558918664956,"OE"
"1523","OE5",8500,145.371648403829,"OE"
"1524","OE6",8500,193.258294726255,"OE"
"1525","WT1",8500,85.1601009898609,"WT"
"1526","WT2",8500,68.4870476537143,"WT"
"1527","WT3",8500,143.358294542265,"WT"
"1528","WT4",8500,114.007182847008,"WT"
"1529","WT5",8500,88.718886992399,"WT"
"1530","WT6",8500,117.444155101059,"WT"
"1531","KO1",8600,100.906191077797,"KO"
"1532","KO2",8600,116.328084204169,"KO"
"1533","KO3",8600,83.3149340554862,"KO"
"1534","KO4",8600,88.0245649948823,"KO"
"1535","KO5",8600,64.4931757221038,"KO"
"1536","KO6",8600,116.801324043132,"KO"
"1537","OE1",8600,187.271797312969,"OE"
"1538","OE2",8600,108.828722778105,"OE"
"1539","OE3",8600,93.9830993074528,"OE"
"1540","OE4",8600,124.993662435991,"OE"
"1541","OE5",8600,134.459036898061,"OE"
"1542","OE6",8600,196.707359238278,"OE"
"1543","WT1",8600,87.6828999376403,"WT"
"1544","WT2",8600,72.575263963575,"WT"
"1545","WT3",8600,134.158552335621,"WT"
"1546","WT4",8600,101.757504547168,"WT"
"1547","WT5",8600,85.627024611402,"WT"
"1548","WT6",8600,112.24053103308,"WT"
"1549","KO1",8700,100.534483766251,"KO"
"1550","KO2",8700,115.909404143888,"KO"
"1551","KO3",8700,86.5766699380272,"KO"
"1552","KO4",8700,88.2315913160251,"KO"
"1553","KO5",8700,63.5751243112485,"KO"
"1554","KO6",8700,118.062704726252,"KO"
"1555","OE1",8700,177.282372946462,"OE"
"1556","OE2",8700,106.675949780982,"OE"
"1557","OE3",8700,92.7150857697226,"OE"
"1558","OE4",8700,123.58398453445,"OE"
"1559","OE5",8700,136.8948790572,"OE"
"1560","OE6",8700,194.901506373117,"OE"
"1561","WT1",8700,83.206912472792,"WT"
"1562","WT2",8700,68.5379299353829,"WT"
"1563","WT3",8700,127.929931784225,"WT"
"1564","WT4",8700,105.787346329519,"WT"
"1565","WT5",8700,87.8983820844772,"WT"
"1566","WT6",8700,113.210087050166,"WT"
"1567","KO1",8800,94.7660829447973,"KO"
"1568","KO2",8800,115.852180755732,"KO"
"1569","KO3",8800,88.5710821821609,"KO"
"1570","KO4",8800,90.6307639012424,"KO"
"1571","KO5",8800,68.1758556756576,"KO"
"1572","KO6",8800,119.780484937728,"KO"
"1573","OE1",8800,188.721547984598,"OE"
"1574","OE2",8800,109.965635738832,"OE"
"1575","OE3",8800,95.7458383200958,"OE"
"1576","OE4",8800,112.881689960177,"OE"
"1577","OE5",8800,146.292623028242,"OE"
"1578","OE6",8800,193.640664539553,"OE"
"1579","WT1",8800,87.5794197411069,"WT"
"1580","WT2",8800,69.6193769137687,"WT"
"1581","WT3",8800,138.614924731953,"WT"
"1582","WT4",8800,113.430299834483,"WT"
"1583","WT5",8800,85.2683133081991,"WT"
"1584","WT6",8800,120.966734148109,"WT"
"1585","KO1",8900,95.9200379756646,"KO"
"1586","KO2",8900,112.406907043277,"KO"
"1587","KO3",8900,87.0925747560176,"KO"
"1588","KO4",8900,90.2645145704088,"KO"
"1589","KO5",8900,67.498474658886,"KO"
"1590","KO6",8900,110.884641336271,"KO"
"1591","OE1",8900,186.735001791675,"OE"
"1592","OE2",8900,105.442937546259,"OE"
"1593","OE3",8900,90.8928173904662,"OE"
"1594","OE4",8900,123.28673309613,"OE"
"1595","OE5",8900,151.931317300721,"OE"
"1596","OE6",8900,188.362027965376,"OE"
"1597","WT1",8900,84.0244318989458,"WT"
"1598","WT2",8900,73.9721780188418,"WT"
"1599","WT3",8900,135.176184690158,"WT"
"1600","WT4",8900,106.465339960591,"WT"
"1601","WT5",8900,84.3280372359226,"WT"
"1602","WT6",8900,116.127689145484,"WT"
"1603","KO1",9000,101.102895287357,"KO"
"1604","KO2",9000,113.043866602655,"KO"
"1605","KO3",9000,78.8230646018267,"KO"
"1606","KO4",9000,96.2027240810858,"KO"
"1607","KO5",9000,66.0756296762784,"KO"
"1608","KO6",9000,115.823490719822,"KO"
"1609","OE1",9000,179.991200430201,"OE"
"1610","OE2",9000,108.996665509418,"OE"
"1611","OE3",9000,94.28142423149,"OE"
"1612","OE4",9000,124.055037553451,"OE"
"1613","OE5",9000,143.606836394582,"OE"
"1614","OE6",9000,190.265902471108,"OE"
"1615","WT1",9000,87.5885888288865,"WT"
"1616","WT2",9000,69.5111904434985,"WT"
"1617","WT3",9000,129.353710535141,"WT"
"1618","WT4",9000,108.26995308302,"WT"
"1619","WT5",9000,85.0861786431591,"WT"
"1620","WT6",9000,113.100690333102,"WT"
"1621","KO1",9100,94.9483923784452,"KO"
"1622","KO2",9100,122.099744034349,"KO"
"1623","KO3",9100,82.9297505598084,"KO"
"1624","KO4",9100,92.9693148494932,"KO"
"1625","KO5",9100,65.9408737862531,"KO"
"1626","KO6",9100,112.481798622129,"KO"
"1627","OE1",9100,184.254792716139,"OE"
"1628","OE2",9100,106.891059152152,"OE"
"1629","OE3",9100,93.0897105574366,"OE"
"1630","OE4",9100,121.277892011271,"OE"
"1631","OE5",9100,140.128401679984,"OE"
"1632","OE6",9100,195.527956176804,"OE"
"1633","WT1",9100,88.075506053928,"WT"
"1634","WT2",9100,69.9478495323014,"WT"
"1635","WT3",9100,138.563067027646,"WT"
"1636","WT4",9100,104.267395946654,"WT"
"1637","WT5",9100,87.4054277704597,"WT"
"1638","WT6",9100,116.646617515727,"WT"
"1639","KO1",9200,96.7254592288019,"KO"
"1640","KO2",9200,109.684759986834,"KO"
"1641","KO3",9200,84.7461021198541,"KO"
"1642","KO4",9200,87.6188662135275,"KO"
"1643","KO5",9200,65.8571466364147,"KO"
"1644","KO6",9200,115.642317655674,"KO"
"1645","OE1",9200,195.684038711408,"OE"
"1646","OE2",9200,105.991314322352,"OE"
"1647","OE3",9200,93.5598046563247,"OE"
"1648","OE4",9200,120.999330958331,"OE"
"1649","OE5",9200,143.498487704974,"OE"
"1650","OE6",9200,190.816289723334,"OE"
"1651","WT1",9200,82.6449508856211,"WT"
"1652","WT2",9200,68.2323123208338,"WT"
"1653","WT3",9200,133.067533659923,"WT"
"1654","WT4",9200,111.519265532852,"WT"
"1655","WT5",9200,87.6255787180825,"WT"
"1656","WT6",9200,123.549418307618,"WT"
"1657","KO1",9300,99.3541805950912,"KO"
"1658","KO2",9300,120.143021453218,"KO"
"1659","KO3",9300,82.478100247749,"KO"
"1660","KO4",9300,90.6058618818447,"KO"
"1661","KO5",9300,66.2400264684393,"KO"
"1662","KO6",9300,114.999840444203,"KO"
"1663","OE1",9300,193.356702764091,"OE"
"1664","OE2",9300,107.299970969831,"OE"
"1665","OE3",9300,90.8103953701293,"OE"
"1666","OE4",9300,125.09003184741,"OE"
"1667","OE5",9300,141.524253352794,"OE"
"1668","OE6",9300,186.297274360377,"OE"
"1669","WT1",9300,83.8721814718991,"WT"
"1670","WT2",9300,70.2915853275967,"WT"
"1671","WT3",9300,133.36026545616,"WT"
"1672","WT4",9300,112.955170549378,"WT"
"1673","WT5",9300,86.9496156684233,"WT"
"1674","WT6",9300,116.601056945643,"WT"
"1675","KO1",9400,94.509951568463,"KO"
"1676","KO2",9400,119.072324713302,"KO"
"1677","KO3",9400,84.2766287822428,"KO"
"1678","KO4",9400,88.5787896103375,"KO"
"1679","KO5",9400,65.6822750032707,"KO"
"1680","KO6",9400,111.531859032616,"KO"
"1681","OE1",9400,186.448116949982,"OE"
"1682","OE2",9400,102.787213252059,"OE"
"1683","OE3",9400,92.8192210160532,"OE"
"1684","OE4",9400,130.146348360945,"OE"
"1685","OE5",9400,135.911279282605,"OE"
"1686","OE6",9400,186.489041974808,"OE"
"1687","WT1",9400,87.8854187388104,"WT"
"1688","WT2",9400,66.4187114950374,"WT"
"1689","WT3",9400,133.235221385188,"WT"
"1690","WT4",9400,109.182662247957,"WT"
"1691","WT5",9400,86.5473522543842,"WT"
"1692","WT6",9400,115.178659881432,"WT"
"1693","KO1",9500,99.2838362614273,"KO"
"1694","KO2",9500,117.053646237293,"KO"
"1695","KO3",9500,83.5925241885736,"KO"
"1696","KO4",9500,91.1435715757284,"KO"
"1697","KO5",9500,67.1586924556046,"KO"
"1698","KO6",9500,121.380115448965,"KO"
"1699","OE1",9500,190.55441305018,"OE"
"1700","OE2",9500,103.740401857557,"OE"
"1701","OE3",9500,92.8551439177566,"OE"
"1702","OE4",9500,122.765397705477,"OE"
"1703","OE5",9500,146.406590162126,"OE"
"1704","OE6",9500,196.391189488665,"OE"
"1705","WT1",9500,86.9641466817758,"WT"
"1706","WT2",9500,67.6193059299696,"WT"
"1707","WT3",9500,132.914878513592,"WT"
"1708","WT4",9500,104.823629162456,"WT"
"1709","WT5",9500,86.8077264166732,"WT"
"1710","WT6",9500,113.654108674736,"WT"
"1711","KO1",9600,94.9345573738069,"KO"
"1712","KO2",9600,114.040211053585,"KO"
"1713","KO3",9600,85.8514628098096,"KO"
"1714","KO4",9600,91.8332572706311,"KO"
"1715","KO5",9600,69.4582617346477,"KO"
"1716","KO6",9600,120.482242726747,"KO"
"1717","OE1",9600,192.375131506438,"OE"
"1718","OE2",9600,105.531712187905,"OE"
"1719","OE3",9600,89.5940270648623,"OE"
"1720","OE4",9600,120.472163034811,"OE"
"1721","OE5",9600,142.154654886258,"OE"
"1722","OE6",9600,181.557422262848,"OE"
"1723","WT1",9600,86.3634574620614,"WT"
"1724","WT2",9600,70.9228590777566,"WT"
"1725","WT3",9600,133.677971854521,"WT"
"1726","WT4",9600,109.075673615664,"WT"
"1727","WT5",9600,85.9759237560732,"WT"
"1728","WT6",9600,117.227746952918,"WT"
"1729","KO1",9700,102.740773094562,"KO"
"1730","KO2",9700,112.233967683679,"KO"
"1731","KO3",9700,85.1166611182678,"KO"
"1732","KO4",9700,86.2869028054936,"KO"
"1733","KO5",9700,66.3753647153104,"KO"
"1734","KO6",9700,118.923933678641,"KO"
"1735","OE1",9700,186.299124043655,"OE"
"1736","OE2",9700,107.231670097077,"OE"
"1737","OE3",9700,96.880746792093,"OE"
"1738","OE4",9700,121.226254651151,"OE"
"1739","OE5",9700,143.359509509052,"OE"
"1740","OE6",9700,184.058560708613,"OE"
"1741","WT1",9700,86.6363299859857,"WT"
"1742","WT2",9700,69.1905390817344,"WT"
"1743","WT3",9700,130.474333622691,"WT"
"1744","WT4",9700,109.587413695107,"WT"
"1745","WT5",9700,86.9783058042235,"WT"
"1746","WT6",9700,117.142465855754,"WT"
"1747","KO1",9800,96.0027509326381,"KO"
"1748","KO2",9800,115.355880819743,"KO"
"1749","KO3",9800,85.6938399299031,"KO"
"1750","KO4",9800,89.2550124626168,"KO"
"1751","KO5",9800,66.8234508286831,"KO"
"1752","KO6",9800,118.94293859899,"KO"
"1753","OE1",9800,188.70223008154,"OE"
"1754","OE2",9800,105.231555441602,"OE"
"1755","OE3",9800,90.0704883163458,"OE"
"1756","OE4",9800,123.949769626886,"OE"
"1757","OE5",9800,137.823355347185,"OE"
"1758","OE6",9800,197.500195361501,"OE"
"1759","WT1",9800,85.896637831727,"WT"
"1760","WT2",9800,68.2688958551028,"WT"
"1761","WT3",9800,137.91994209775,"WT"
"1762","WT4",9800,107.987523640542,"WT"
"1763","WT5",9800,87.0093043060727,"WT"
"1764","WT6",9800,116.027893086168,"WT"
"1765","KO1",9900,96.3728185583311,"KO"
"1766","KO2",9900,116.51378764319,"KO"
"1767","KO3",9900,83.8533708182398,"KO"
"1768","KO4",9900,90.2542700647923,"KO"
"1769","KO5",9900,65.6837449318098,"KO"
"1770","KO6",9900,119.714181018688,"KO"
"1771","OE1",9900,183.295618185559,"OE"
"1772","OE2",9900,110.671231577378,"OE"
"1773","OE3",9900,94.7890674867986,"OE"
"1774","OE4",9900,121.565504718245,"OE"
"1775","OE5",9900,143.528267790564,"OE"
"1776","OE6",9900,193.85426020499,"OE"
"1777","WT1",9900,88.071168621108,"WT"
"1778","WT2",9900,70.3873350195843,"WT"
"1779","WT3",9900,131.439192777483,"WT"
"1780","WT4",9900,108.988401703604,"WT"
"1781","WT5",9900,88.1272355508559,"WT"
"1782","WT6",9900,116.002717500657,"WT"
"1783","KO1",10000,103.624151059142,"KO"
"1784","KO2",10000,113.813291571443,"KO"
"1785","KO3",10000,85.680552056933,"KO"
"1786","KO4",10000,89.0776543359439,"KO"
"1787","KO5",10000,68.5537221243427,"KO"
