Features	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
Ovarian_steroidogenesis	12.96	4.74	11.14	7.13	4.34	5.56	12.07	3.18	3.70	8.74	9.03	6.90	9.44	2.69	3.78	9.52	4.61	14.70	10.98	10.61	10.37	36.31	11.37	14.97	5.93	5.42	8.73	5.87	6.49	6.99	9.01	6.23	3.28	9.57	11.95	4.53	6.56	4.61	12.76	10.61	12.02	10.13	9.65	8.29	10.58	6.93	40.28	5.60	7.85	10.37	4.58	3.78	17.21	5.84	13.33	16.75	5.48	0.98	5.96	8.44	20.77	20.33	10.26	4.43	10.97	6.65	12.89	9.35	14.15	14.42	9.35	0.89	18.39	20.32	10.49	5.73	14.23	10.03	12.83	5.57	9.33	4.66	6.01	11.14	3.08	9.51	8.93	9.59	3.20	3.80	6.12	6.79	5.18	17.02	13.45	5.73	12.78	6.32	12.55	22.89	3.86	2.92	7.26	5.66	6.90	14.26	21.50	10.60	7.26	23.16	12.77	19.05	7.42	14.35	16.77	8.23	7.10	7.68	9.09	14.39	2.54	21.17	3.95	39.15	3.90	5.20	4.40	2.19	3.86	45.74	23.82	33.33	71.22	20.19	67.00	4.00	3.86	4.95	53.59	8.58	6.73	128.27	4.61	6.46	15.39	23.19	4.49	13.51	2.74	4.90	1.37	8.74	20.16	72.47	30.23	9.52	2.75	6.88	6.60	5.28	27.31	6.84	3.76	2.34	3.86	5.51	1.99	6.31	16.33	4.80	27.94	4.93	20.59	9.62	8.74	13.46	79.76	6.50	13.60	10.87	28.86	36.53	6.61	10.34	9.13	19.96	4.13	17.68	23.59	6.79	6.46	3.27	3.74	6.41	40.10	10.17	36.34	3.85	3.85	1.59	7.06	22.40	8.68	11.27	8.07	8.45	4.99	5.50	10.81	9.14	6.61	9.40	4.16	3.87	5.89	14.39	6.32	12.94	15.71	9.68	5.12	4.51	5.07	6.51	4.41	7.64	11.28	9.74
Progesterone_mediated_oocyte_maturation	371.15	437.58	246.37	282.16	533.46	390.16	358.85	456.86	553.82	430.56	455.66	270.96	382.52	501.36	481.44	328.40	407.19	467.58	409.10	521.91	405.63	326.44	500.16	368.47	439.59	375.34	370.53	455.93	374.15	498.31	416.16	383.44	465.99	556.51	494.25	438.19	431.92	359.50	219.93	488.49	358.13	348.59	351.65	436.69	447.32	446.70	188.48	259.97	429.45	464.26	257.62	426.15	453.82	449.03	463.72	424.10	387.68	550.74	355.72	401.07	470.73	290.73	448.42	440.72	324.37	373.70	599.45	516.99	369.23	401.33	402.85	559.34	364.66	586.07	509.23	430.22	384.19	327.72	335.02	312.56	336.51	515.78	384.17	441.67	442.36	281.96	320.94	288.06	472.45	449.07	423.56	245.38	324.54	430.70	402.79	452.06	401.39	407.19	371.68	574.27	484.39	567.38	360.65	222.66	390.48	398.69	547.50	475.52	383.43	461.39	289.16	396.01	290.92	380.24	312.14	469.00	274.60	232.79	80.41	137.12	392.72	335.29	241.49	195.66	75.45	324.91	371.90	207.66	101.95	325.63	352.56	231.19	173.42	296.74	317.70	291.19	367.97	121.45	248.78	140.17	132.25	305.96	277.50	353.22	456.11	286.48	267.17	351.28	388.60	247.19	138.78	398.66	234.61	388.77	310.79	364.18	283.87	218.79	360.10	412.70	191.57	255.37	366.42	415.43	395.62	279.15	265.40	369.88	297.75	118.29	239.24	398.78	218.40	412.34	465.86	281.50	317.28	396.10	183.82	380.58	494.52	287.82	313.73	168.98	404.35	286.55	218.25	340.82	224.04	453.52	351.31	239.75	390.92	452.95	276.33	334.14	312.25	242.53	276.48	376.46	266.35	271.53	458.82	287.25	92.73	212.15	279.22	89.58	449.27	422.00	371.91	424.81	520.61	400.43	366.00	416.14	481.33	353.35	391.30	401.76	350.29	349.92	461.73	430.95	314.93	417.19	342.58	445.50
Estrogen_signaling_pathway	473.36	443.85	285.63	387.31	497.12	512.65	395.14	506.20	533.02	515.56	551.68	489.08	430.88	519.61	439.35	358.10	442.59	636.27	454.86	528.35	457.99	359.44	591.35	529.63	531.98	493.57	428.94	547.85	441.51	523.68	577.25	463.81	530.42	560.02	511.94	451.19	461.64	513.18	227.13	539.54	396.22	411.18	429.22	538.71	487.32	561.56	199.61	410.90	491.72	473.75	370.67	485.02	474.86	683.56	510.88	447.30	478.25	509.07	474.95	539.92	545.36	521.95	484.83	495.72	345.83	436.58	587.75	495.75	464.91	516.23	517.48	461.39	546.13	593.16	604.38	582.98	446.13	440.17	396.63	329.11	482.71	388.22	655.14	475.24	531.30	374.12	365.02	340.43	638.59	527.63	575.74	453.73	455.58	492.54	503.59	509.12	514.62	439.71	528.13	623.85	531.64	542.65	583.49	267.29	460.99	474.31	555.30	558.46	518.54	490.02	431.44	525.74	349.31	500.51	499.86	455.80	396.31	415.71	122.64	228.72	522.17	354.34	256.03	301.63	178.15	413.03	412.97	217.16	141.84	456.37	496.30	446.67	257.85	470.28	522.05	289.63	518.18	280.28	458.96	241.96	268.85	807.46	386.31	467.14	560.45	415.91	370.46	617.58	388.86	387.72	290.10	507.41	439.34	530.39	658.96	609.62	291.79	361.97	352.24	493.98	274.42	475.20	388.06	464.07	526.97	480.92	346.88	446.69	316.13	150.79	397.35	493.83	546.51	484.13	475.29	401.10	446.08	362.28	398.38	486.70	499.78	745.07	523.21	319.51	559.60	492.83	422.97	490.62	375.47	492.86	438.81	339.45	504.17	604.73	451.80	423.95	398.89	287.44	560.47	404.14	498.11	355.28	518.27	549.76	185.05	238.68	353.16	104.34	505.72	501.35	404.50	452.16	596.63	424.71	462.00	462.27	463.51	380.24	530.56	448.05	465.74	440.67	477.60	404.22	359.66	424.03	413.89	486.86
Melanogenesis	212.07	238.98	136.52	158.13	278.48	216.91	198.61	243.09	299.40	235.18	262.81	152.43	218.47	259.10	250.64	183.08	220.26	262.65	220.98	288.81	224.04	193.16	278.39	210.05	257.21	211.80	203.88	249.75	205.33	271.73	225.51	213.24	242.59	306.45	274.96	230.20	236.14	203.10	125.65	272.73	208.73	202.98	204.25	241.90	241.86	253.20	79.20	145.88	245.24	253.78	144.73	229.26	262.27	250.09	259.96	244.40	211.18	260.26	198.12	224.21	270.62	171.15	252.76	238.01	188.63	205.31	311.98	275.80	208.47	232.09	226.12	276.13	196.55	324.36	295.40	234.62	219.69	187.55	184.38	172.48	194.30	170.70	220.06	247.86	233.19	161.42	182.42	167.48	252.33	235.68	226.09	139.31	177.34	249.20	231.43	236.95	227.58	234.08	216.95	326.03	261.46	293.61	205.52	119.28	217.31	223.34	306.16	252.92	213.62	259.19	163.29	233.59	163.69	212.03	182.85	252.59	153.42	128.89	47.77	80.74	206.30	183.49	131.45	120.97	47.90	173.39	195.14	107.89	59.01	183.22	187.12	145.30	102.85	171.13	194.30	154.62	199.89	70.68	153.55	81.18	82.78	255.19	148.44	188.63	250.91	161.79	145.90	197.86	204.09	136.88	79.86	216.04	136.79	234.14	185.88	218.14	149.21	131.06	188.35	219.38	111.20	144.77	197.67	218.96	218.61	157.94	141.49	197.33	164.16	65.06	140.31	208.72	165.66	216.10	242.11	139.19	192.76	210.24	105.81	205.53	267.52	180.13	174.43	95.79	218.24	168.82	123.71	197.46	133.10	239.52	191.80	132.41	216.53	245.79	173.19	181.74	189.65	131.04	163.38	201.06	165.79	162.16	243.82	156.41	53.19	128.77	153.35	50.44	254.57	225.41	205.62	235.43	279.57	212.44	200.57	238.44	258.63	202.64	214.34	229.27	191.45	189.23	249.22	230.49	181.62	229.76	202.00	246.57
Prolactin_signaling_pathway	368.41	429.61	265.09	288.09	515.83	385.32	366.90	448.94	536.44	424.04	469.04	285.02	395.68	483.47	459.53	321.83	414.60	474.37	398.50	520.74	396.88	314.69	506.97	422.85	443.02	386.00	367.07	452.41	375.61	486.36	440.87	400.96	447.21	553.81	479.09	431.21	435.06	383.58	211.55	492.70	355.57	354.03	362.53	440.34	443.81	472.25	137.32	268.35	423.92	457.36	280.76	420.69	460.00	470.44	461.17	421.32	395.88	466.89	384.92	415.17	451.94	309.09	444.34	439.70	324.16	381.45	565.54	502.47	385.73	434.09	429.62	519.15	341.46	578.56	507.33	443.01	382.40	342.66	317.48	309.98	340.10	307.33	409.85	443.04	436.16	278.72	317.48	282.09	479.13	444.19	415.81	242.25	330.65	416.35	399.28	424.20	401.19	438.42	383.96	565.86	491.10	538.65	374.58	219.19	395.37	393.20	538.98	461.16	393.42	456.29	304.12	404.46	295.94	403.88	326.87	448.75	261.69	220.02	76.10	127.34	376.82	298.27	234.76	194.04	98.22	323.00	369.25	202.43	104.08	292.73	363.21	212.36	150.08	286.83	314.78	276.65	378.42	132.24	236.53	133.70	147.97	350.83	266.24	335.60	450.08	273.88	274.10	362.31	375.12	241.60	146.21	399.10	245.84	383.84	299.62	415.49	272.78	248.35	341.77	424.66	175.95	260.42	362.53	407.78	406.94	279.55	269.05	363.74	264.92	110.25	229.43	425.40	298.07	392.04	452.39	257.40	281.47	389.35	195.69	395.10	466.81	316.03	298.98	161.32	398.87	302.52	209.96	357.38	228.57	442.30	352.98	248.87	404.52	456.31	269.42	328.81	291.35	245.36	300.68	363.69	298.46	282.02	448.49	252.18	88.22	201.84	279.24	84.78	440.77	432.96	367.14	417.47	517.77	385.44	359.83	414.20	469.19	350.43	374.42	386.90	361.03	360.44	459.74	415.14	312.94	411.85	341.72	440.50
Thyroid_hormone_synthesis	239.06	248.10	350.96	201.36	284.37	258.95	243.07	275.60	311.06	290.74	283.62	219.74	238.06	283.42	253.74	203.44	238.21	267.29	233.49	281.16	251.67	235.16	312.22	239.93	287.16	248.38	219.32	278.21	227.82	294.85	272.50	230.95	286.27	312.62	279.24	256.26	253.57	250.36	134.58	289.96	218.39	212.08	228.18	267.12	256.92	280.62	251.98	206.37	266.59	259.01	188.37	260.08	237.04	324.31	292.72	218.00	241.67	479.68	228.05	272.30	293.04	238.28	250.17	270.51	172.96	222.14	355.71	272.83	229.98	249.39	252.83	299.86	315.38	354.28	310.05	294.87	235.98	201.14	217.16	175.84	227.77	499.75	312.94	272.78	274.84	184.99	196.13	174.40	319.72	270.43	287.75	214.08	229.85	265.34	250.07	287.43	254.03	267.46	228.61	315.45	287.99	314.53	259.46	179.36	244.42	266.54	291.87	282.47	259.28	293.48	197.18	295.76	216.62	241.41	256.70	280.84	222.21	216.56	83.03	138.69	266.41	278.29	152.74	211.15	76.68	217.96	214.72	117.34	78.52	340.27	396.85	265.91	299.73	268.81	382.68	160.92	252.77	117.34	315.87	141.39	148.72	659.47	195.39	240.33	248.56	288.61	180.84	296.92	217.33	182.90	145.01	266.02	224.42	412.21	359.36	280.20	163.92	171.65	220.45	259.22	200.67	226.41	214.56	253.31	266.12	212.20	174.31	224.19	230.48	93.25	246.01	240.81	346.76	264.96	273.14	259.48	384.04	223.16	149.14	232.85	342.02	376.11	264.41	174.82	279.16	210.56	211.74	266.05	220.07	262.51	227.39	173.84	257.47	305.39	278.72	219.15	289.92	144.58	269.62	224.70	232.90	242.80	271.69	305.02	101.51	174.30	174.07	66.43	266.07	259.20	229.68	252.75	323.52	236.22	227.50	233.91	266.45	199.77	248.84	271.80	233.15	220.71	270.30	229.97	211.37	238.08	211.55	269.58
Thyroid_hormone_signaling_pathway	210.76	240.00	132.18	156.96	279.13	217.53	200.75	243.57	298.82	231.82	262.66	151.27	221.07	259.28	250.85	182.10	221.36	264.22	219.48	291.62	223.79	182.20	279.47	207.52	257.46	211.82	203.02	250.61	205.22	271.57	225.42	213.80	242.24	306.13	274.25	229.98	236.80	202.48	124.35	273.66	210.23	205.08	204.26	241.38	241.53	253.22	58.86	146.76	244.53	255.77	145.34	229.72	267.07	248.56	257.63	247.65	210.63	277.43	196.97	225.12	266.75	166.25	254.76	237.62	191.58	206.76	316.14	276.78	209.64	229.70	226.10	275.89	180.24	325.52	297.84	232.57	221.86	189.02	180.62	173.45	196.39	264.47	218.77	249.61	233.20	162.21	182.28	165.84	251.57	235.74	223.72	140.47	177.25	246.25	233.42	236.58	225.00	231.36	220.03	331.30	261.98	292.75	206.29	117.83	217.01	220.41	311.54	250.76	212.56	258.46	160.86	233.08	163.19	209.76	178.35	251.17	149.82	125.22	43.19	74.26	206.44	170.28	129.79	99.86	47.49	172.97	194.85	107.70	59.08	163.05	184.43	135.21	66.93	161.59	161.78	152.85	199.17	70.00	128.29	77.02	79.41	241.63	147.57	186.41	248.90	150.78	145.31	190.92	204.27	135.58	79.74	212.76	128.60	197.41	175.47	219.30	148.72	128.96	184.83	218.59	97.11	143.23	195.77	217.80	219.15	158.06	141.72	196.30	154.61	62.16	127.39	208.50	155.24	211.94	240.24	133.78	152.89	207.58	103.10	202.51	252.94	163.42	172.13	90.71	215.37	161.86	122.46	190.20	131.63	237.36	189.86	131.12	215.83	243.81	158.23	178.81	171.96	130.50	163.80	201.20	166.92	150.62	242.29	152.12	49.58	121.67	153.34	48.11	256.69	224.35	205.66	235.87	278.41	212.03	200.98	240.14	258.97	204.39	208.86	223.91	191.29	189.22	248.42	231.03	180.13	229.57	200.40	244.53
Adipocytokine_signaling_pathway	727.07	775.07	501.33	553.73	925.94	766.02	643.30	819.44	994.49	808.58	849.19	598.60	704.65	884.95	834.40	586.23	705.46	867.47	727.32	892.35	716.39	543.54	894.72	660.77	855.90	737.20	680.35	854.88	697.69	875.72	800.47	688.98	866.95	972.42	883.45	789.78	788.16	631.45	365.33	873.61	647.04	632.67	663.40	810.82	793.53	772.36	348.83	530.37	814.35	814.53	500.34	777.66	774.76	806.11	819.74	738.51	720.59	1074.67	663.45	777.22	856.78	614.03	801.99	806.31	562.27	662.44	1041.39	896.48	652.30	706.90	750.43	948.69	748.18	980.69	955.18	745.98	690.03	612.75	649.50	548.37	657.25	1047.54	713.81	809.66	839.61	532.34	597.02	548.65	842.64	836.64	799.01	539.68	590.93	794.48	750.79	835.05	772.39	642.00	693.78	980.68	853.40	999.24	754.83	441.76	704.67	717.17	929.55	859.48	742.26	792.04	539.18	719.17	573.48	683.72	668.41	814.02	560.61	523.48	161.29	283.25	766.43	573.33	422.41	360.34	174.92	594.46	675.40	370.63	199.54	610.57	676.68	518.09	333.98	615.04	656.07	532.09	655.04	287.46	539.68	301.40	316.19	871.48	546.80	692.27	812.56	570.37	518.08	661.04	684.71	520.92	293.63	749.66	509.91	716.23	721.90	686.26	504.10	416.92	647.15	779.74	365.54	579.10	660.02	751.13	743.27	596.29	502.63	690.60	516.03	224.02	499.37	737.83	575.10	773.02	825.18	581.73	571.75	660.40	405.79	703.99	876.54	625.39	689.28	382.04	765.38	542.84	509.85	635.34	452.59	818.44	646.82	440.15	717.01	849.09	506.28	634.36	571.99	449.86	637.71	695.91	585.68	459.99	831.67	641.67	221.95	431.12	514.47	160.88	808.62	761.89	692.11	752.57	911.98	722.12	695.84	730.60	834.83	608.86	752.83	763.85	680.80	659.76	809.46	744.34	595.60	735.43	655.23	832.99
Oxytocin_signaling_pathway	425.49	494.24	312.00	289.74	531.67	461.68	403.56	447.63	575.91	452.18	562.45	251.33	496.61	471.56	496.63	375.89	416.00	469.11	451.14	562.97	502.38	378.36	554.08	387.04	606.66	447.48	382.96	504.04	385.45	575.74	401.71	406.27	432.37	611.45	573.88	436.33	475.58	368.29	255.34	539.57	456.68	430.61	411.95	458.30	455.81	468.73	199.20	286.95	564.57	511.65	299.58	437.49	498.12	456.64	547.06	471.46	396.33	484.46	361.00	446.92	582.84	278.86	541.22	447.03	399.00	383.67	671.59	528.50	396.93	447.02	425.36	528.18	335.62	661.73	716.62	421.26	426.37	332.30	383.69	341.88	391.59	388.29	392.64	498.89	416.03	298.10	392.69	375.90	463.86	425.39	424.22	237.90	335.44	524.67	445.18	458.73	426.85	474.68	377.16	614.97	483.28	571.35	403.47	293.82	428.50	477.44	596.43	469.56	438.98	522.27	303.22	431.89	321.29	396.63	343.77	548.41	341.68	248.06	100.13	142.69	360.45	431.23	274.17	235.26	78.24	319.41	366.71	202.17	116.92	386.87	445.35	258.75	223.68	341.63	337.82	298.20	352.46	116.46	289.14	173.47	152.15	473.36	269.16	344.57	459.89	326.82	268.78	345.78	392.15	263.74	137.31	404.08	223.90	439.05	310.92	390.70	293.17	228.03	381.99	403.21	225.25	230.39	380.55	409.01	405.23	299.32	248.65	355.37	377.84	131.80	260.53	370.88	322.31	393.29	445.89	261.94	394.23	405.34	159.42	372.66	570.24	276.15	371.66	159.93	383.81	294.71	220.46	348.24	235.17	447.29	358.93	244.07	384.93	446.40	311.03	321.41	374.89	244.47	265.26	441.50	291.70	336.47	447.33	318.16	93.46	257.62	296.10	107.44	552.76	428.90	401.70	474.10	524.84	408.70	395.24	493.25	518.64	410.88	381.85	468.11	353.57	362.19	494.46	457.81	377.95	466.96	455.12	498.46
Glucagon_signaling_pathway	1174.65	1206.94	1041.33	839.57	1287.78	1189.28	1156.65	1128.51	1410.81	1221.70	1447.50	784.10	1295.40	1151.85	1183.57	957.07	1061.40	1200.02	1113.08	1395.70	1217.41	959.33	1421.27	1105.18	1537.04	1178.48	994.02	1277.14	1015.72	1401.77	1133.33	1057.30	1103.69	1520.17	1426.50	1099.40	1215.62	958.72	635.24	1398.39	1179.55	1096.22	1116.46	1189.57	1169.99	1202.69	687.89	832.46	1420.80	1288.54	845.47	1109.96	1265.50	1178.84	1392.56	1208.26	1044.00	1688.47	995.71	1224.45	1466.20	848.11	1337.89	1162.34	988.35	998.68	1755.46	1297.07	1086.65	1183.51	1166.54	1257.80	960.25	1693.01	1776.26	1071.70	1138.95	909.36	1039.02	847.57	1051.27	1672.65	1069.19	1335.82	1097.77	797.47	1025.42	952.75	1170.73	1095.51	1118.33	740.31	885.06	1342.06	1193.47	1157.44	1160.83	1237.24	1014.09	1577.21	1226.27	1373.56	1119.71	828.32	1127.79	1229.02	1558.83	1176.48	1177.22	1380.52	835.94	1192.47	955.16	1080.56	1068.99	1331.07	908.78	721.32	272.18	408.42	953.78	1066.66	676.52	678.95	265.96	851.07	937.53	501.89	310.37	1066.70	1453.74	788.42	719.19	941.40	1013.62	732.50	897.95	388.77	887.19	488.45	465.66	1609.51	716.96	904.39	1109.84	953.32	730.04	928.46	953.25	719.49	428.55	1078.11	701.44	1208.54	1011.58	1113.34	715.83	654.32	937.62	1104.45	608.68	733.62	952.57	1019.61	1074.44	835.09	672.37	924.66	927.36	344.70	744.33	1024.11	972.20	996.54	1113.74	840.42	1057.22	967.36	505.68	1000.82	1382.06	882.42	1028.27	491.63	1001.03	807.02	689.04	942.51	688.52	1120.85	927.39	660.50	1015.01	1179.62	842.83	840.76	947.25	639.56	842.89	1078.41	835.08	883.80	1137.65	936.16	292.29	785.06	761.37	272.22	1375.22	1131.61	1046.73	1199.62	1301.54	1017.42	1010.94	1245.99	1267.92	1033.80	1007.18	1244.06	993.92	967.49	1228.95	1104.64	990.38	1159.01	1162.39	1306.84
Regulation_of_lipolysis_in_adipocytes	313.00	362.29	236.45	242.80	429.08	324.67	297.58	370.77	449.79	375.29	394.14	223.90	332.28	399.94	387.54	281.01	336.77	402.51	344.08	434.87	341.44	293.47	423.13	339.68	385.46	321.77	308.03	378.27	313.49	415.83	347.55	324.54	370.94	462.48	411.95	355.06	361.99	310.38	184.99	408.35	311.29	298.22	312.66	365.80	371.89	383.89	154.65	222.83	368.24	382.60	223.67	351.58	383.64	387.30	392.47	357.78	321.87	389.93	308.56	341.07	397.99	257.55	379.18	364.31	276.69	310.84	472.83	421.96	316.48	357.91	348.50	432.89	300.16	478.70	444.15	362.34	321.44	280.11	278.87	260.52	287.94	385.03	340.01	369.97	356.07	232.67	272.98	248.50	392.76	361.07	352.04	212.55	278.05	363.20	339.55	368.03	348.16	341.81	315.19	472.19	399.13	458.32	308.04	184.46	325.46	330.01	449.60	397.90	327.72	388.95	261.73	349.08	244.66	328.31	299.32	380.68	226.65	194.90	73.59	125.75	316.81	263.60	198.07	205.68	74.60	272.72	305.79	170.24	93.51	301.03	306.40	256.16	202.10	254.99	327.28	237.73	310.41	111.98	259.87	128.80	119.62	445.13	229.02	285.22	389.49	247.07	226.29	313.68	311.67	212.06	126.80	340.16	207.18	392.23	302.30	334.33	230.04	198.43	295.27	349.43	172.26	208.17	303.59	342.68	331.85	236.25	218.74	301.93	237.19	95.57	217.21	333.55	247.72	338.45	383.78	229.11	321.18	326.78	165.75	327.87	426.73	288.35	276.73	142.95	336.24	272.81	184.80	302.91	216.36	376.96	298.24	204.85	326.01	385.23	283.82	276.98	308.71	200.86	238.27	310.58	237.85	250.17	378.96	263.39	85.64	187.93	236.46	74.72	380.89	359.63	315.15	357.92	430.81	329.01	302.95	351.30	395.25	296.09	326.25	345.02	300.30	292.37	380.93	349.94	271.01	346.80	300.71	373.32
Renin_secretion	158.29	167.98	107.93	85.60	167.13	152.35	146.52	127.64	179.45	144.21	201.37	52.25	188.79	135.72	162.46	130.62	126.58	131.55	153.92	191.32	197.60	145.18	192.35	114.90	228.02	149.99	123.07	161.26	118.10	203.98	110.89	125.18	114.65	211.93	214.77	131.28	159.67	109.46	101.08	184.85	176.52	159.12	142.18	143.95	144.62	144.62	76.14	82.69	215.78	182.35	92.61	131.83	180.34	139.06	201.01	177.37	118.24	121.28	103.86	141.54	236.64	63.61	199.85	133.28	152.96	117.75	247.19	175.44	135.46	145.93	133.19	162.29	83.63	252.72	281.81	126.25	151.20	98.04	144.93	113.90	126.86	118.28	118.80	176.07	110.51	93.54	149.53	151.51	138.64	115.12	138.39	59.00	104.75	207.72	153.55	142.25	135.03	163.77	108.16	222.00	139.50	181.65	115.12	116.00	139.46	183.92	223.69	137.23	144.88	194.50	89.27	138.91	109.71	126.10	102.31	205.30	124.84	69.32	35.98	40.36	88.83	193.20	97.09	91.47	12.23	95.14	109.76	59.80	34.52	136.86	189.87	77.71	82.48	109.36	87.85	98.11	99.49	21.46	84.96	58.15	31.50	118.22	72.66	98.79	135.54	109.50	74.50	100.76	121.01	76.49	29.62	116.54	49.76	134.40	70.99	100.28	95.82	53.06	124.66	116.08	82.14	42.36	120.71	115.71	110.55	79.63	62.30	100.28	166.64	47.91	78.40	98.54	51.49	108.91	131.20	68.50	148.06	127.08	21.81	102.68	199.75	54.79	121.93	33.71	103.25	78.21	53.23	88.40	59.61	133.80	102.83	75.06	99.51	130.21	111.41	86.30	130.60	73.51	41.97	150.61	60.67	118.79	129.33	105.44	21.83	90.73	96.13	41.82	206.47	132.89	133.81	166.14	163.83	128.20	123.02	188.17	176.06	155.37	112.21	171.45	101.26	108.82	162.45	157.71	127.03	165.02	178.78	177.31
Aldosterone_synthesis_and_secretion	153.59	156.75	208.15	111.90	178.01	145.97	155.80	152.35	185.48	168.65	182.37	95.67	162.24	158.54	162.65	124.30	147.81	152.79	150.06	188.09	169.94	150.03	179.60	164.27	182.07	145.94	129.39	162.49	134.85	182.82	153.22	143.20	147.00	204.99	182.81	148.23	156.19	129.69	89.30	186.63	148.02	132.45	143.51	154.70	157.68	163.11	125.85	109.25	171.48	171.10	103.69	147.15	159.10	158.17	189.49	152.25	137.79	219.99	138.48	156.22	177.58	115.18	168.18	155.55	121.73	134.15	224.38	175.17	145.06	160.70	162.14	180.86	161.59	234.23	210.95	144.25	143.08	115.22	132.75	110.83	124.73	253.17	143.24	180.22	146.54	98.18	130.10	113.81	160.99	144.60	145.08	87.10	130.27	162.37	147.10	159.76	150.38	176.50	124.74	199.20	168.55	190.71	133.48	117.75	145.01	150.53	209.62	164.40	153.49	193.64	121.62	158.08	127.60	146.04	145.10	169.52	104.84	92.87	39.82	62.04	120.22	130.94	88.72	108.45	37.16	124.62	131.90	71.89	42.08	195.25	312.29	135.31	181.74	121.57	198.34	100.81	122.66	48.44	157.38	62.60	53.28	377.93	91.76	116.90	146.98	157.70	99.69	134.14	128.26	87.95	53.20	156.89	99.97	244.07	136.87	153.74	96.62	87.73	135.14	152.69	95.93	84.80	129.53	148.58	140.98	97.11	89.32	125.22	111.01	43.32	114.48	148.70	118.32	140.21	164.90	119.85	219.71	142.97	67.49	144.66	212.53	141.05	122.00	69.20	134.07	118.78	75.72	138.23	105.25	158.13	127.05	91.47	135.85	151.82	157.99	114.44	157.44	85.31	89.17	137.33	87.28	141.60	158.00	109.97	44.36	70.62	100.37	35.09	168.64	162.29	133.34	155.79	177.52	135.68	128.35	155.22	168.92	128.78	135.71	147.86	133.57	128.08	165.30	147.60	124.11	153.48	140.67	176.31
