OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_630	-1.16	7.931	0.306030663313028	0.672399643583129	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.03	0.034	0	0	0.021	0	0.016	0.019	0.003	0	0.011	0.003	0.142
ASV_2291	-0.82	6.443	0.306142801179581	0.672399643583129	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.005	0.003	0.008	0	0	0.003	0	0.005	0.003	0.008	0.006	0	0.005
ASV_1806	0.781	6.59	0.30637342165809	0.672399643583129	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.003	0.009	0.011	0.003	0.008	0	0.003	0	0	0.006	0.003	0.008	0.003
ASV_321	0.382	9.237	0.306663436825822	0.672399643583129	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.06	0.05	0.037	0.084	0.06	0.064	0.052	0.066	0.046	0.045	0.072	0.047	0.03	0.06
ASV_988	-0.538	7.888	0.306948817840836	0.672399643583129	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	0.015	0.023	0.015	0.014	0.005	0.021	0.008	0.025	0.046	0.011	0.028	0.022	0.011	0.019
ASV_2501	-0.852	6.461	0.307365539893773	0.672399643583129	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0.002	0.005	0.009	0.003	0	0.003	0	0	0.003	0.005	0.003	0.003	0.011	0.003
ASV_1728	1.175	6.278	0.3074256540475	0.672399643583129	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.001	0.003	0	0	0	0.008	0.008	0.005	0	0	0.003	0	0
ASV_1475	-1.128	6.677	0.30749149188801	0.672399643583129	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	0.003	0.007	0	0.003	0.013	0	0	0	0	0.011	0.006	0	0.016	0.008
ASV_1780	-1.04	6.368	0.307562377511456	0.672399643583129	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.004	0	0.011	0	0	0	0	0.005	0	0.003	0.006	0.008	0.003
ASV_2754	-1.048	6.4	0.307629525176627	0.672399643583129	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Rhizomicrobium	Rhizomicrobium_electricum	0.002	0.005	0.006	0.003	0.003	0	0	0	0	0	0.006	0.008	0	0.014
ASV_2740	-0.94	6.253	0.307704365946662	0.672399643583129	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0.001	0.003	0.003	0	0.003	0.003	0	0	0	0.003	0.006	0	0.003	0.008
ASV_2715	-1.42	6.386	0.307959547897252	0.672399643583129	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Unassigned	0.001	0.005	0	0	0	0	0.003	0.005	0.019	0	0	0.008	0	0
ASV_342	0.405	9.132	0.309160447841371	0.673410216557897	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Unassigned	Unassigned	0.056	0.045	0.067	0.064	0.036	0.058	0.057	0.055	0.062	0.037	0.064	0.028	0.054	0.025
ASV_310	-0.728	8.677	0.309391992386071	0.673410216557897	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned	0.026	0.044	0.024	0.034	0.023	0.032	0.021	0.022	0.005	0.013	0.008	0.017	0.181	0.041
ASV_1429	0.83	6.606	0.309400636219315	0.673410216557897	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.003	0.009	0.003	0.013	0.005	0	0.003	0.008	0.003	0.003	0	0	0.005
ASV_2296	1.006	6.555	0.309446199854997	0.673410216557897	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.003	0.006	0.017	0	0	0.008	0.003	0	0.003	0	0.003	0	0.011
ASV_2739	-1.191	6.307	0.309756894583007	0.673529247642886	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	0.002	0.004	0.009	0	0	0	0	0	0	0.005	0.003	0.011	0.003	0
ASV_413	-0.468	8.745	0.310376243651711	0.67431865982465	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Unassigned	Unassigned	0.03	0.044	0.015	0.031	0.042	0.042	0.026	0.022	0.019	0.058	0.044	0.066	0.041	0.038
ASV_547	-0.46	8.456	0.311594458815887	0.676406783122607	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Unassigned	Unassigned	0.023	0.035	0.021	0.02	0.018	0.034	0.034	0.014	0.027	0.042	0.044	0.047	0.022	0.03
ASV_1023	-0.564	7.357	0.312236846864574	0.676578778948123	NotSig	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0.009	0.014	0.012	0.02	0.008	0	0.008	0.005	0.014	0.008	0.017	0.019	0.016	0.008
ASV_1440	-0.578	7.317	0.312447858093742	0.676578778948123	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.013	0	0.008	0.008	0.011	0.003	0.019	0.008	0.016	0.014	0.011	0.011	0.019
ASV_2767	0.73	6.741	0.312534297379146	0.676578778948123	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.006	0.004	0.012	0.003	0	0.008	0.013	0.003	0.003	0.003	0.008	0.003	0.003	0.005
ASV_15	0.311	13.249	0.312899480328085	0.676578778948123	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_neotropicale	1.031	0.894	0.982	1.177	1.145	0.894	0.953	1.034	0.794	0.718	0.862	1.007	0.978	1.002
ASV_2001	1.196	6.378	0.312959473196452	0.676578778948123	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.004	0.002	0.012	0	0.003	0.011	0	0	0	0	0.003	0	0	0.008
ASV_2791	0.923	6.563	0.314116448130359	0.678094108061252	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.006	0.003	0.003	0.011	0.003	0	0	0.016	0	0.005	0	0.003	0.005	0.003
ASV_2472	-0.988	6.256	0.314609699514227	0.678094108061252	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	0.001	0.003	0	0.003	0	0.003	0	0.003	0.011	0	0.003	0.003	0.003	0
ASV_2600	-0.678	6.835	0.3146444555837	0.678094108061252	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	0.005	0.008	0	0.014	0.003	0.003	0	0.008	0.008	0.008	0.003	0.011	0.008	0.008
ASV_103	0.471	10.769	0.314767857064598	0.678094108061252	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium_bourgognense	0.193	0.145	0.155	0.162	0.034	0.228	0.166	0.41	0.203	0.137	0.147	0.132	0.152	0.098
ASV_1844	0.877	6.937	0.315022794651135	0.678094108061252	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	0.009	0.005	0.009	0.017	0	0.024	0	0.005	0.014	0	0.008	0.006	0	0.003
ASV_1685	0.685	6.721	0.315206801276667	0.678094108061252	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	0.007	0.004	0.012	0.011	0.005	0.008	0.003	0	0.003	0.005	0.006	0.003	0	0.008
ASV_2355	-0.824	6.575	0.315594468991819	0.678142132596099	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_oryzae	0.003	0.005	0.006	0	0	0	0.005	0.005	0.005	0.008	0.011	0.003	0.005	0
ASV_1597	-0.791	6.645	0.315972360141762	0.678142132596099	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned	0.003	0.006	0.006	0.003	0.003	0.003	0	0.005	0.003	0.013	0.003	0.011	0.005	0
ASV_1705	-0.726	6.736	0.316002377256867	0.678142132596099	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.004	0.007	0	0.003	0	0.005	0.01	0.003	0.014	0.005	0.006	0.006	0.003	0.008
ASV_2407	0.799	6.908	0.316668672483582	0.678754916382828	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Unassigned	Unassigned	0.008	0.005	0.003	0.006	0.018	0	0.003	0.019	0.011	0.003	0.006	0	0.003	0.008
ASV_1942	0.823	6.589	0.316834927172451	0.678754916382828	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.006	0.003	0.012	0.006	0	0.005	0.003	0.008	0	0.003	0.011	0	0	0.005
ASV_48	0.428	11.738	0.317061874661534	0.678754916382828	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	0.355	0.295	0.317	0.171	0.517	0.379	0.445	0.301	0.151	0.209	0.272	0.352	0.469	0.319
ASV_2809	-1.015	6.13	0.317357713490618	0.678835889588469	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.002	0	0.003	0	0.003	0	0	0.003	0.005	0.003	0	0.003	0
ASV_2866	0.771	6.787	0.318057730740772	0.679391996554757	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.007	0.004	0.003	0.006	0.005	0.008	0.01	0.008	0	0.013	0	0	0.005	0.005
ASV_2249	0.966	6.367	0.318333706848338	0.679391996554757	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.004	0.002	0	0	0.008	0.008	0.003	0.003	0.003	0.005	0	0	0.003	0
ASV_680	-0.577	7.706	0.318392372387691	0.679391996554757	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.013	0.02	0.034	0.02	0.01	0.005	0.003	0.005	0.022	0.011	0.017	0.033	0.008	0.027
ASV_805	-0.556	7.356	0.318740115380762	0.679453068025515	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	0.009	0.014	0.012	0.011	0	0.005	0.008	0.016	0.014	0.008	0.022	0.011	0.019	0.008
ASV_3	-0.401	14.765	0.31917051193288	0.679453068025515	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter	Rhizobacter_bergeniae	2.209	3.174	1.731	1.286	2.334	2.392	3.174	2.338	2.812	4.743	2.825	3.302	3.263	2.097
ASV_2550	0.936	6.343	0.319215232111049	0.679453068025515	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.004	0.002	0.003	0.011	0.005	0	0.003	0	0.005	0.003	0.003	0	0	0
ASV_32	-0.313	12.213	0.319572701451237	0.679453068025515	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	Kinneretia_asaccharophila	0.41	0.539	0.552	0.428	0.379	0.379	0.305	0.416	0.521	0.597	0.679	0.432	0.379	0.625
ASV_1412	-1.03	6.631	0.319712238014286	0.679453068025515	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	0.003	0.007	0.003	0.006	0	0	0.005	0.003	0	0	0.017	0.003	0	0.022
ASV_1238	0.598	7.219	0.320571893803058	0.680730147373563	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.012	0.008	0.015	0.017	0.01	0.011	0.003	0.014	0.005	0.008	0.014	0	0.016	0.003
ASV_1893	-0.835	6.455	0.321080395730711	0.68094113292719	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp25	Unassigned	Unassigned	Gp25	Unassigned	0.002	0.005	0.006	0.006	0	0	0.003	0	0.011	0.005	0.006	0	0.003	0.003
ASV_1460	-0.613	6.752	0.32153907886687	0.68094113292719	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.007	0.006	0.006	0	0.008	0	0.005	0.005	0.008	0.008	0.006	0.008	0.005
ASV_2605	-0.994	6.687	0.322190814115588	0.68094113292719	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Plantactinospora	Unassigned	0.003	0.007	0.009	0.008	0.003	0	0	0	0.024	0	0.006	0.006	0.005	0
ASV_1183	0.492	7.465	0.32260023085742	0.68094113292719	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.014	0.01	0.015	0.02	0.005	0.016	0.01	0.019	0.014	0.013	0.006	0.008	0.011	0.011
ASV_64	0.42	11.565	0.322646320611266	0.68094113292719	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.319	0.254	0.177	0.263	0.348	0.443	0.337	0.35	0.189	0.335	0.197	0.264	0.401	0.139
ASV_1112	-0.623	7.404	0.322780774137949	0.68094113292719	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus	0.008	0.014	0.003	0.003	0.01	0.024	0.003	0.008	0.008	0.018	0.008	0.011	0.014	0.027
ASV_241	-0.552	9.103	0.322797858373458	0.68094113292719	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.037	0.064	0.037	0.022	0.093	0.027	0.023	0.022	0.046	0.024	0.108	0.061	0.016	0.131
ASV_2650	0.798	6.608	0.322846005931521	0.68094113292719	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.005	0.003	0	0.011	0.008	0.005	0.005	0.003	0.011	0.003	0.003	0.003	0	0
ASV_2332	1.185	5.989	0.323255244434387	0.68094113292719	NotSig	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0	0	0	0.005	0	0	0.003	0.003	0	0	0	0	0
ASV_2665	-0.659	6.696	0.323408480599781	0.68094113292719	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Unassigned	Unassigned	0.004	0.006	0.003	0.003	0.008	0.005	0	0.003	0.003	0.003	0.006	0.008	0.011	0.008
ASV_1924	-1.108	6.545	0.323689079401993	0.68094113292719	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	0.002	0.006	0.012	0	0.003	0	0	0	0.003	0	0.022	0	0.005	0.005
ASV_1448	-0.782	7.024	0.323777026716805	0.68094113292719	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unassigned	Unassigned	0.006	0.01	0.018	0.003	0	0.003	0	0.011	0.016	0.011	0.006	0.019	0	0.008
ASV_2148	0.791	7.07	0.324092225221423	0.681059620253644	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.009	0.006	0	0.006	0.005	0.021	0.021	0.003	0	0.011	0.003	0.011	0.005	0.005
ASV_2107	-0.735	6.534	0.324607353241876	0.681597722569333	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.005	0.006	0.006	0	0	0.003	0.003	0.003	0.011	0.003	0.003	0.005	0.005
ASV_2506	-0.984	6.123	0.32553766766305	0.682784974357645	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.001	0.002	0.003	0	0	0	0	0.003	0.005	0	0.003	0	0.003	0.003
ASV_2342	-0.791	6.352	0.325767846499841	0.682784974357645	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.004	0	0	0.003	0.005	0.003	0	0.003	0.003	0.003	0.006	0.005	0.003
ASV_1845	-1.394	6.212	0.325951321852224	0.682784974357645	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0.001	0.003	0	0	0	0.005	0	0	0	0	0.011	0	0.008	0
ASV_2636	-0.983	6.124	0.326293706739234	0.682958426754912	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.002	0.003	0	0	0.003	0	0	0.003	0	0.006	0.003	0.003	0
ASV_2700	0.505	7.184	0.326918459640378	0.683453293948781	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.01	0.008	0.009	0.014	0.01	0.008	0.008	0.014	0.011	0.008	0.003	0.006	0.011	0.008
ASV_157	0.585	10.211	0.327065901000193	0.683453293948781	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_eneae	0.122	0.093	0.088	0.05	0.26	0.082	0.176	0.074	0.022	0.04	0.044	0.127	0.219	0.104
ASV_1556	-0.777	6.939	0.327547862972606	0.683453293948781	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned	0.005	0.009	0.003	0.011	0.003	0	0	0.014	0.016	0	0.003	0.008	0.016	0.011
ASV_1116	0.517	7.976	0.327569214621594	0.683453293948781	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.024	0.017	0.03	0.048	0.008	0.021	0.005	0.033	0.027	0.011	0.014	0.025	0.014	0.011
ASV_2416	-0.659	6.692	0.328546582127425	0.684949332470092	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.006	0.003	0.006	0.005	0.003	0.003	0.003	0.011	0.005	0.014	0.003	0.003	0.003
ASV_1467	0.648	7.421	0.329383796556436	0.686151044133004	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.014	0.01	0.03	0.017	0.003	0.024	0.013	0	0.016	0.005	0.011	0.003	0.008	0.014
ASV_1888	0.807	7.058	0.330195114891696	0.686708417689633	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.006	0.043	0	0.005	0.011	0	0.005	0.003	0.003	0.006	0.014	0.005	0.005
ASV_1449	1.266	6.412	0.330261259582737	0.686708417689633	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium_cellulosum	0.005	0.002	0.027	0.003	0	0	0	0	0	0	0.003	0	0.003	0.005
ASV_549	0.449	8.192	0.330434381145981	0.686708417689633	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	0.027	0.021	0.03	0.036	0.039	0.021	0.016	0.019	0.014	0.029	0.028	0.022	0.008	0.025
ASV_2598	-1.207	6.46	0.331560287072835	0.688504431956297	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.005	0	0	0	0	0.003	0.008	0.014	0	0.003	0.014	0	0
ASV_1561	0.606	6.978	0.332145423073356	0.688751296276886	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.009	0.006	0.012	0.014	0.01	0.008	0.003	0.005	0	0.008	0.011	0.011	0	0.005
ASV_912	0.695	7.352	0.332361104330518	0.688751296276886	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.013	0.009	0.015	0.008	0.029	0.005	0	0.022	0.005	0	0.006	0.014	0.016	0.011
ASV_1952	-1.051	6.251	0.332464517777136	0.688751296276886	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Unassigned	0.001	0.003	0	0.008	0	0	0	0	0	0.005	0	0.006	0.003	0.005
ASV_884	0.557	7.427	0.333373973196966	0.690091993297575	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sporichthyaceae	Sporichthya	Unassigned	0.014	0.01	0.009	0.028	0.008	0.027	0.005	0.008	0.011	0.005	0.011	0.003	0.014	0.016
ASV_1415	0.812	7.088	0.334165478891547	0.691186615537469	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Byssovorax_cruenta	0.011	0.006	0.024	0.014	0	0.003	0.008	0.016	0	0.013	0.003	0.017	0	0.003
ASV_1962	0.825	6.61	0.336063016586953	0.694565433338785	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	0.005	0.003	0	0.008	0.01	0.005	0.005	0.003	0.011	0	0	0.006	0	0.003
ASV_281	0.384	9.22	0.336362310341068	0.69463833477814	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.062	0.048	0.07	0.101	0.023	0.072	0.041	0.063	0.059	0.055	0.033	0.044	0.051	0.044
ASV_1994	-0.764	6.61	0.336856024510381	0.694654218653468	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.006	0.003	0.011	0	0.005	0	0	0.008	0	0.008	0.003	0.008	0.008
ASV_1894	-0.931	6.371	0.337085175349119	0.694654218653468	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unassigned	Unassigned	0.002	0.004	0	0.003	0.003	0.005	0	0	0.005	0.003	0	0	0.003	0.014
ASV_147	0.426	10.195	0.337370835182109	0.694654218653468	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_composti	0.128	0.096	0.14	0.199	0.13	0.061	0.065	0.175	0.046	0.119	0.061	0.088	0.179	0.082
ASV_303	-0.836	8.693	0.337426108490738	0.694654218653468	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0.028	0.051	0.079	0.045	0	0.005	0.003	0.036	0.054	0.003	0.028	0.011	0.019	0.194
ASV_1398	0.717	6.805	0.338127106055648	0.695113919321997	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.007	0.005	0.003	0.011	0	0.008	0.003	0.019	0.003	0.003	0.011	0	0.005	0.005
ASV_1727	-0.84	6.752	0.338177809476304	0.695113919321997	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Planosporangium	Unassigned	0.004	0.007	0	0	0.003	0.005	0	0.014	0.008	0.005	0.014	0.014	0	0.003
ASV_2433	-0.962	6.377	0.338918816456039	0.696093213189571	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned	0.002	0.004	0.003	0.003	0.003	0	0	0.003	0.014	0.003	0.008	0	0	0
ASV_2228	1.219	6.524	0.341797210663884	0.700223490470473	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.002	0	0.008	0	0.024	0	0	0	0	0.003	0.008	0	0.003
ASV_866	-0.663	7.056	0.341846570103452	0.700223490470473	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.01	0.009	0.006	0	0.013	0.003	0.005	0.005	0.021	0.014	0.011	0	0.008
ASV_1929	0.63	7.104	0.3419613157964	0.700223490470473	NotSig	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0.011	0.007	0.009	0.034	0.005	0.008	0.003	0.005	0.003	0.003	0.014	0.011	0.008	0.003
ASV_1546	-0.633	7.276	0.342040019599395	0.700223490470473	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	Unassigned	0.007	0.013	0.006	0	0.005	0.005	0.016	0.011	0.011	0.013	0.022	0.022	0.003	0.005
ASV_74	0.319	11.191	0.342459898358183	0.700223490470473	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_neotropicale	0.24	0.209	0.232	0.246	0.231	0.215	0.303	0.216	0.192	0.206	0.225	0.198	0.233	0.199
ASV_1960	-1.355	6.666	0.342681821203131	0.700223490470473	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Unassigned	Unassigned	0.003	0.007	0	0.017	0	0	0	0	0	0	0.025	0.003	0.016	0
ASV_1739	0.881	6.71	0.342792799591778	0.700223490470473	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.004	0.006	0	0.008	0.021	0.003	0	0	0	0.006	0.008	0.005	0.003
ASV_2211	1.123	5.967	0.34330756177336	0.700730950369053	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rhizocola	Rhizocola_hellebori	0.001	0	0	0.008	0	0	0	0	0	0	0	0	0	0.003
ASV_2207	-0.833	6.456	0.34384848245094	0.701290974673197	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.005	0	0.006	0.005	0.003	0	0	0.008	0.005	0.008	0.006	0	0
ASV_2670	1.118	5.975	0.344754109226621	0.701607242359594	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_soli	0.001	0	0.003	0.006	0	0	0	0	0	0	0	0.003	0	0
